,state,category,cat_median,cat_25,cat_75,cat_max,cat_min,state_median,state_25,state_75,state_max,state_min,state_cat_median,state_cat_25,state_cat_75,state_cat_max,state_cat_min
290115,OH,Italian,3.585144927536232,3.085714285714286,4.0,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.5304857621440533,3.1145833333333335,3.97322090437361,4.909090909090909,1.125
293854,AZ,German,4.049499443826473,3.577574823943662,4.328125,5.0,3.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.671516754850088,3.376984126984127,4.264044943820225,4.777777777777778,3.0
306606,NV,Soup,3.6290424857324033,3.1083146905294554,4.038641652948856,5.0,1.3333333333333333,3.464720013869282,2.8333333333333335,3.9868831407081267,5.0,1.0,3.5153846153846153,3.195444915254237,3.8540235999613115,4.225694444444445,1.9565217391304348
343678,PA,Pizza,3.370967741935484,2.6821789321789318,3.8925070028011204,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.5294117647058822,3.0,4.0,5.0,1.0
365622,PA,Soup,3.6290424857324033,3.1083146905294554,4.038641652948856,5.0,1.3333333333333333,3.5,3.0,4.0,5.0,1.0,3.764705882352941,3.3136908002177465,4.333333333333334,5.0,2.217391304347826
365718,PA,Mediterranean,3.771712158808933,3.272727272727273,4.156826523712933,5.0,1.0,3.5,3.0,4.0,5.0,1.0,4.0,3.75,4.344,4.8,3.191011235955056
365789,PA,Vegetarian,3.828877005347594,3.46875,4.235294117647059,5.0,1.75,3.5,3.0,4.0,5.0,1.0,3.7248641304347827,3.244827586206897,4.18625,4.351351351351352,2.7194444444444446
366221,PA,Mexican,3.451216287678477,2.9310344827586206,3.9444444444444446,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.3989417989417987,3.0,3.8607954545454546,4.68,2.0
366641,PA,Bakeries,3.923076923076923,3.3461538461538463,4.321428571428571,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.707894736842105,3.2916666666666665,4.418214285714286,5.0,2.625
366975,PA,Barbeque,3.55,3.013157894736842,4.0,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.5714285714285716,3.125,4.0,5.0,1.8
367524,PA,Diners,3.467741935483871,2.9867724867724865,3.9462585034013604,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.5,3.0,4.073529411764706,4.857142857142857,1.2
367870,PA,Burgers,3.0,2.25,3.6111632270168856,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.076923076923077,2.082051282051282,3.6666666666666665,4.8,1.0
368323,PA,Italian,3.585144927536232,3.085714285714286,4.0,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.5,3.0,4.0,5.0,1.0
368965,PA,Sandwiches,3.5,2.8333333333333335,4.0,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.709844559585492,3.0,4.217171717171717,5.0,1.0
369066,PA,Desserts,3.75,3.1666666666666665,4.173913043478261,5.0,1.7647058823529411,3.5,3.0,4.0,5.0,1.0,3.74,3.2601010101010104,4.19047619047619,4.813186813186813,2.558139534883721
385299,AZ,Middle Eastern,3.713760504201681,3.125,4.182934014139827,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.989010989010989,3.486111111111111,4.243251137621449,5.0,2.0
387973,AZ,Chicken Wings,2.857142857142857,2.2,3.531100478468899,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,2.71,2.0125,3.5,5.0,1.0952380952380953
393765,NC,Middle Eastern,3.713760504201681,3.125,4.182934014139827,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.807142857142857,3.458333333333333,4.361072237771558,4.6875,3.0
394487,NC,Thai,3.6470588235294117,3.142857142857143,4.0,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.719685438863521,3.541290322580645,4.0,4.666666666666667,2.25
395911,NC,Salad,3.701063829787234,3.154840848806366,4.0947273197208585,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.7056277056277054,3.1915204678362574,3.948051948051948,4.695652173913044,1.2352941176470589
396773,NC,Chicken Wings,2.857142857142857,2.2,3.531100478468899,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,2.8285714285714283,2.1757142857142857,3.7232730263157894,4.75,1.0
398430,NC,Tex-Mex,3.0,2.430803571428571,3.578518907563025,4.615384615384615,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,2.7142857142857144,2.199810606060606,3.503012048192771,4.2560975609756095,1.125
400007,SC,American (New),3.515151515151515,3.0,3.99271499644634,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,3.043560606060606,2.73921200750469,4.078947368421053,4.442622950819672,2.0
421206,QC,Seafood,3.5789473684210527,3.104054054054054,4.0,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.6379310344827585,3.0,4.227629513343799,5.0,2.0
421684,QC,Chicken Wings,2.857142857142857,2.2,3.531100478468899,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.0,2.3333333333333335,3.45,3.75,1.5
422965,OH,Japanese,3.546511627906977,3.1164936096858042,4.0,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.5,3.0642059553349874,4.0,4.875,2.2413793103448274
423432,AZ,Korean,3.6049382716049383,3.2133090694471766,4.0,5.0,1.5384615384615385,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.3205128205128203,3.0813492063492065,3.6566265060240966,4.186915887850467,2.3636363636363638
435401,NC,Greek,3.625,3.0928683385579934,4.0,5.0,1.3333333333333333,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.6533333333333333,3.2872757847533634,3.976923076923077,4.888888888888889,2.5
461317,NV,Middle Eastern,3.713760504201681,3.125,4.182934014139827,5.0,1.0,3.464720013869282,2.8333333333333335,3.9868831407081267,5.0,1.0,4.228915662650603,3.795512820512821,4.310077519379845,4.712574850299402,1.4
461439,IL,Chinese,3.3333333333333335,2.888888888888889,3.75,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.414285714285714,2.9895833333333335,3.85,4.4,1.0
468236,OH,American (Traditional),3.3275862068965516,2.8276785714285717,3.7682005494505493,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.3333333333333335,2.8116883116883113,3.7602681545636245,5.0,1.3333333333333333
470284,NC,Cafes,3.824644549763033,3.25,4.275862068965517,5.0,1.3333333333333333,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.7192622950819674,3.345833333333333,4.16875,4.684210526315789,2.0
470731,PA,Middle Eastern,3.713760504201681,3.125,4.182934014139827,5.0,1.0,3.5,3.0,4.0,5.0,1.0,4.358974358974359,4.02900069881202,4.593406593406593,4.864864864864865,3.6126126126126126
471825,WI,Vietnamese,3.625,3.2,4.0,5.0,1.6111111111111112,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.720723306544202,3.5096153846153846,3.947297992794647,4.091379310344828,3.388888888888889
479553,ON,Soup,3.6290424857324033,3.1083146905294554,4.038641652948856,5.0,1.3333333333333333,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,3.541666666666667,3.06447963800905,4.015625,5.0,1.6
481128,ON,Vegetarian,3.828877005347594,3.46875,4.235294117647059,5.0,1.75,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,3.52,3.0357142857142856,3.9318181818181817,4.833333333333333,1.75
481358,ON,Salad,3.701063829787234,3.154840848806366,4.0947273197208585,5.0,1.0,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,3.6666666666666665,3.1944444444444446,4.104166666666666,4.833333333333333,1.6666666666666667
482917,ON,Chicken Wings,2.857142857142857,2.2,3.531100478468899,5.0,1.0,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,2.8666666666666667,2.3333333333333335,3.511904761904762,5.0,1.0
483530,ON,Steakhouses,3.4615384615384617,3.0,3.926470588235294,5.0,1.3333333333333333,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,3.3684210526315788,2.9572310405643742,3.9405080213903743,4.8088235294117645,2.0526315789473686
484800,SC,Greek,3.625,3.0928683385579934,4.0,5.0,1.3333333333333333,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,4.037254901960784,3.835294117647059,4.23921568627451,4.4411764705882355,3.6333333333333333
485271,SC,Chinese,3.3333333333333335,2.888888888888889,3.75,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,3.397435897435898,3.175,4.0,4.368421052631579,2.25
486755,SC,Barbeque,3.55,3.013157894736842,4.0,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,4.012195121951219,3.4103535353535355,4.197435897435897,5.0,3.0
487746,SC,Chicken Wings,2.857142857142857,2.2,3.531100478468899,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,2.7560975609756095,2.299107142857143,3.162081339712919,3.2857142857142856,1.9090909090909092
487787,SC,Mexican,3.451216287678477,2.9310344827586206,3.9444444444444446,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,3.106012658227848,2.8947044334975365,3.5555555555555554,4.125,2.1666666666666665
495110,NC,German,4.049499443826473,3.577574823943662,4.328125,5.0,3.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,4.298412698412698,4.298412698412698,4.298412698412698,4.298412698412698,4.298412698412698
496591,OH,American (New),3.515151515151515,3.0,3.99271499644634,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.5391660415103776,3.027622632345799,4.0,4.914285714285715,1.6666666666666667
496693,OH,Diners,3.467741935483871,2.9867724867724865,3.9462585034013604,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.6704545454545454,3.351449275362319,4.115131578947368,5.0,1.2
515698,PA,Sushi Bars,3.6,3.082482993197279,4.0,5.0,1.3333333333333333,3.5,3.0,4.0,5.0,1.0,3.5595238095238093,3.113120567375886,4.094156133167171,4.75,2.3076923076923075
515740,PA,Japanese,3.546511627906977,3.1164936096858042,4.0,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.4772727272727275,3.1648596938775513,3.808108108108108,4.44,2.1492537313432836
516262,PA,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.5,3.0,4.0,5.0,1.0,3.877080116658089,3.756377551020408,4.162820512820513,4.588235294117647,3.1044776119402986
516632,PA,Hot Dogs,3.5555555555555554,2.9473684210526314,4.176470588235294,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.723809523809524,3.0,4.316953316953317,4.8,1.0
535363,WI,Barbeque,3.55,3.013157894736842,4.0,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.6,3.1904761904761907,4.0,4.375,2.2162162162162162
535426,WI,Japanese,3.546511627906977,3.1164936096858042,4.0,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.625,3.1481481481481484,3.8666666666666667,5.0,2.25
536110,WI,Desserts,3.75,3.1666666666666665,4.173913043478261,5.0,1.7647058823529411,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.952861952861953,3.5932539682539684,4.39975845410628,4.571428571428571,2.3333333333333335
538550,OH,Thai,3.6470588235294117,3.142857142857143,4.0,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.876442307692308,3.6734234234234235,4.095959595959596,4.456521739130435,2.388888888888889
538710,OH,Hot Dogs,3.5555555555555554,2.9473684210526314,4.176470588235294,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.5918367346938775,2.692982456140351,4.147186147186147,4.666666666666667,1.6666666666666667
539306,OH,Desserts,3.75,3.1666666666666665,4.173913043478261,5.0,1.7647058823529411,3.462121212121212,2.8,4.0,5.0,1.0,3.9942446043165467,3.75,4.37246963562753,5.0,2.793103448275862
539362,OH,Pizza,3.370967741935484,2.6821789321789318,3.8925070028011204,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.4660633484162897,2.7891366223908918,4.0,5.0,1.0
539534,OH,Fast Food,2.6666666666666665,2.066666666666667,3.3513513513513513,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,2.6666666666666665,2.0,3.604347826086957,5.0,1.0
539996,OH,Middle Eastern,3.713760504201681,3.125,4.182934014139827,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,4.107692307692307,3.796428571428571,4.447222222222222,4.833333333333333,2.595744680851064
540115,OH,Seafood,3.5789473684210527,3.104054054054054,4.0,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.483695652173913,2.897676056338028,3.9068181818181817,4.75,1.7307692307692308
540494,OH,Asian Fusion,3.5555555555555554,3.059831932773109,3.973373983739837,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.467171717171717,3.0107142857142857,3.9866093366093365,4.742857142857143,2.488372093023256
540690,OH,Delis,3.6,3.181235431235431,4.150961538461539,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.6951219512195124,3.3095238095238093,4.276988636363637,4.925925925925926,1.5
540745,OH,Greek,3.625,3.0928683385579934,4.0,5.0,1.3333333333333333,3.462121212121212,2.8,4.0,5.0,1.0,3.6930539099526065,3.25,4.040178571428571,4.75,2.3333333333333335
542365,QC,Steakhouses,3.4615384615384617,3.0,3.926470588235294,5.0,1.3333333333333333,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.6,3.033333333333333,3.92741935483871,5.0,1.3333333333333333
546493,QC,Soup,3.6290424857324033,3.1083146905294554,4.038641652948856,5.0,1.3333333333333333,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,4.0,3.490322580645161,4.5,5.0,1.3333333333333333
574160,PA,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.5625,3.133855766176003,3.9317400465786845,4.5,2.2
576384,PA,Asian Fusion,3.5555555555555554,3.059831932773109,3.973373983739837,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.6780658209229635,3.1228098637248545,3.9825428194993413,4.684210526315789,2.25
577841,PA,Cafes,3.824644549763033,3.25,4.275862068965517,5.0,1.3333333333333333,3.5,3.0,4.0,5.0,1.0,3.888888888888889,3.392857142857143,4.349593495934959,5.0,2.0
579482,PA,Breakfast & Brunch,3.608695652173913,3.111111111111111,4.0,5.0,1.2222222222222223,3.5,3.0,4.0,5.0,1.0,3.597826086956522,3.0,4.0054945054945055,4.857142857142857,1.2222222222222223
580734,PA,French,3.955548274355614,3.4,4.3206962025316455,5.0,1.3333333333333333,3.5,3.0,4.0,5.0,1.0,3.830188679245283,3.2777777777777777,4.1582815149802155,4.578431372549019,2.0
581071,PA,Caribbean,3.8,3.4,4.176929392446634,5.0,1.25,3.5,3.0,4.0,5.0,1.0,4.068322981366459,3.8238461538461537,4.321428571428571,4.428571428571429,3.4782608695652173
582748,PA,Salad,3.701063829787234,3.154840848806366,4.0947273197208585,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.5217391304347827,2.963901689708141,3.916083916083916,4.666666666666667,2.0
585472,PA,Tex-Mex,3.0,2.430803571428571,3.578518907563025,4.615384615384615,1.0,3.5,3.0,4.0,5.0,1.0,2.4285714285714284,2.191919191919192,3.284822429906542,3.7058823529411766,1.4285714285714286
586243,PA,Chicken Wings,2.857142857142857,2.2,3.531100478468899,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.0588235294117645,2.0,3.5579710144927534,4.666666666666667,1.0
595489,OH,Mexican,3.451216287678477,2.9310344827586206,3.9444444444444446,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.5,2.8333333333333335,3.9028213166144203,5.0,1.3333333333333333
595716,OH,Burgers,3.0,2.25,3.6111632270168856,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,2.794736842105263,2.1634615384615383,3.548582995951417,5.0,1.0
614946,PA,Seafood,3.5789473684210527,3.104054054054054,4.0,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.36231884057971,2.9375,3.7521929824561404,4.542168674698795,1.25
617575,OH,Soup,3.6290424857324033,3.1083146905294554,4.038641652948856,5.0,1.3333333333333333,3.462121212121212,2.8,4.0,5.0,1.0,3.672348484848485,2.7808080808080806,4.1332236842105265,4.635135135135135,1.8
618976,OH,Salad,3.701063829787234,3.154840848806366,4.0947273197208585,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.6666666666666665,3.008064516129032,4.0,5.0,1.0
623290,SC,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,4.1923076923076925,3.7051282051282053,4.402591973244148,4.456521739130435,2.8205128205128207
639000,WI,Tex-Mex,3.0,2.430803571428571,3.578518907563025,4.615384615384615,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.3888888888888893,2.41497975708502,3.6452205882352944,4.333333333333333,1.0
639217,WI,Diners,3.467741935483871,2.9867724867724865,3.9462585034013604,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,2.672727272727273,2.4094827586206895,3.5618556701030926,4.2,1.5714285714285714
639314,WI,Bakeries,3.923076923076923,3.3461538461538463,4.321428571428571,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,4.0606060606060606,3.7804878048780486,4.253164556962025,4.75,2.966666666666667
639918,WI,Thai,3.6470588235294117,3.142857142857143,4.0,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.7540983606557377,3.388790233074362,3.9761904761904763,4.392857142857143,2.3333333333333335
641854,OH,Vietnamese,3.625,3.2,4.0,5.0,1.6111111111111112,3.462121212121212,2.8,4.0,5.0,1.0,3.8823529411764706,3.567296996662959,4.176479304553986,4.465116279069767,2.9193548387096775
656532,NC,Caribbean,3.8,3.4,4.176929392446634,5.0,1.25,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.857142857142857,3.0980392156862746,4.0,4.2,2.3333333333333335
657700,PA,Greek,3.625,3.0928683385579934,4.0,5.0,1.3333333333333333,3.5,3.0,4.0,5.0,1.0,3.8541666666666665,3.3095238095238093,4.0,4.333333333333333,2.5
658346,PA,Delis,3.6,3.181235431235431,4.150961538461539,5.0,1.0,3.5,3.0,4.0,5.0,1.0,4.0473684210526315,3.5623636363636364,4.477941176470589,5.0,2.7777777777777777
663205,NV,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.464720013869282,2.8333333333333335,3.9868831407081267,5.0,1.0,3.739130434782609,3.3703703703703702,4.0,4.857142857142857,2.75
686241,IL,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.584770114942529,3.4926997950819674,3.7702991452991457,3.9451219512195124,3.3636363636363638
704188,OH,Chicken Wings,2.857142857142857,2.2,3.531100478468899,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,2.9444444444444446,2.25,3.46764917325665,4.4,1.0
726908,WI,Delis,3.6,3.181235431235431,4.150961538461539,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.8,3.3273809523809526,4.3568181818181815,5.0,2.142857142857143
740030,AZ,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.6587301587301586,3.356274131274131,3.974137931034483,4.545454545454546,1.0
742568,OH,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.9545454545454546,3.3333333333333335,4.133333333333334,4.655629139072848,2.3333333333333335
745109,PA,Korean,3.6049382716049383,3.2133090694471766,4.0,5.0,1.5384615384615385,3.5,3.0,4.0,5.0,1.0,3.9148936170212765,3.580246913580247,4.321078431372549,5.0,3.2755905511811023
748915,WI,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,4.0137252083932164,3.6422821969696972,4.287892512077295,4.5576923076923075,3.3333333333333335
749338,IL,Sushi Bars,3.6,3.082482993197279,4.0,5.0,1.3333333333333333,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.0434782608695654,2.9931677018633542,3.2310887239307178,3.4186991869918697,2.942857142857143
757512,IL,Burgers,3.0,2.25,3.6111632270168856,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,2.5,2.0,3.6848484848484846,4.444444444444445,1.3333333333333333
762555,IL,American (Traditional),3.3275862068965516,2.8276785714285717,3.7682005494505493,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.2142857142857144,3.0,3.492134831460674,4.5,2.1739130434782608
765023,NC,Hot Dogs,3.5555555555555554,2.9473684210526314,4.176470588235294,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.25,1.5137362637362637,4.32,4.695652173913044,1.0
765077,SC,Diners,3.467741935483871,2.9867724867724865,3.9462585034013604,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,3.6303030303030304,3.481818181818182,3.778787878787879,3.9272727272727272,3.3333333333333335
765331,SC,American (Traditional),3.3275862068965516,2.8276785714285717,3.7682005494505493,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,3.3528138528138527,2.846703296703297,3.8490853658536586,4.25,1.875
780188,OH,Sushi Bars,3.6,3.082482993197279,4.0,5.0,1.3333333333333333,3.462121212121212,2.8,4.0,5.0,1.0,3.8045774647887325,3.4483333333333337,4.1305555555555555,5.0,1.8
784621,PA,Vietnamese,3.625,3.2,4.0,5.0,1.6111111111111112,3.5,3.0,4.0,5.0,1.0,3.5308641975308643,3.473684210526316,3.838129496402878,4.388888888888889,3.0
800169,IL,Sandwiches,3.5,2.8333333333333335,4.0,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.2,2.55,3.6666666666666665,4.708333333333333,1.4
845734,OH,Chinese,3.3333333333333335,2.888888888888889,3.75,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.353076923076923,2.857142857142857,3.75,4.466666666666667,1.0
853659,OH,Barbeque,3.55,3.013157894736842,4.0,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.4782608695652173,3.0,3.892556179775281,4.684210526315789,1.0
853881,OH,Tex-Mex,3.0,2.430803571428571,3.578518907563025,4.615384615384615,1.0,3.462121212121212,2.8,4.0,5.0,1.0,2.6857142857142855,2.2928571428571427,3.442028985507246,4.375,1.4545454545454546
853995,OH,Vegetarian,3.828877005347594,3.46875,4.235294117647059,5.0,1.75,3.462121212121212,2.8,4.0,5.0,1.0,4.102564102564102,3.9095238095238094,4.2996868668263035,5.0,3.3
869245,WI,Mediterranean,3.771712158808933,3.272727272727273,4.156826523712933,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.6359670987038886,3.5132850241545897,3.979166666666667,4.424581005586592,2.6666666666666665
869315,WI,Vegetarian,3.828877005347594,3.46875,4.235294117647059,5.0,1.75,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.6923076923076925,3.5833333333333335,4.102564102564102,4.8,2.227272727272727
869391,WI,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.076923076923077,2.871794871794872,3.5384615384615383,4.0,2.6666666666666665
875416,SC,Fast Food,2.6666666666666665,2.066666666666667,3.3513513513513513,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,2.58125,1.8645833333333333,3.3583916083916083,4.555555555555555,1.4444444444444444
893844,ON,Hot Dogs,3.5555555555555554,2.9473684210526314,4.176470588235294,5.0,1.0,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,3.4,2.933333333333333,3.7666666666666666,4.7,1.0
899614,WI,Sushi Bars,3.6,3.082482993197279,4.0,5.0,1.3333333333333333,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.6311553030303028,3.384806668534604,3.777510838150289,4.4,2.593220338983051
903149,WI,Korean,3.6049382716049383,3.2133090694471766,4.0,5.0,1.5384615384615385,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.6,3.4727272727272727,3.7216494845360826,3.982142857142857,3.328358208955224
907724,OH,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.462121212121212,2.8,4.0,5.0,1.0,4.0256410256410255,3.606060606060606,4.4222222222222225,4.926829268292683,3.1333333333333333
914459,IL,Italian,3.585144927536232,3.085714285714286,4.0,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.436470588235294,3.111111111111111,3.7949080622347946,4.5,2.75
914534,IL,Japanese,3.546511627906977,3.1164936096858042,4.0,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.3515502354788067,3.0840123859191655,3.649621212121212,4.336507936507936,2.6153846153846154
917149,IL,Korean,3.6049382716049383,3.2133090694471766,4.0,5.0,1.5384615384615385,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.5058823529411764,3.269138755980861,3.9918451801363197,4.425531914893617,2.5
917287,IL,Thai,3.6470588235294117,3.142857142857143,4.0,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,3.6236559139784945,3.2790697674418605,4.0,4.45,2.6923076923076925
918265,OH,French,3.955548274355614,3.4,4.3206962025316455,5.0,1.3333333333333333,3.462121212121212,2.8,4.0,5.0,1.0,4.377289377289378,4.141915716682072,4.438644688644689,4.5,3.9065420560747666
923553,WI,French,3.955548274355614,3.4,4.3206962025316455,5.0,1.3333333333333333,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,4.104166666666666,3.9304123711340204,4.552083333333333,4.756756756756757,3.1
927305,SC,Burgers,3.0,2.25,3.6111632270168856,5.0,1.0,3.242424242424242,2.6666666666666665,4.0,5.0,1.0,1.977272727272727,1.5159090909090907,2.7727272727272725,4.128205128205129,1.1363636363636365
933898,NV,German,4.049499443826473,3.577574823943662,4.328125,5.0,3.0,3.464720013869282,2.8333333333333335,3.9868831407081267,5.0,1.0,4.0344827586206895,3.8036997126436782,4.205325491459877,4.376168224299065,3.5729166666666665
955771,OH,Korean,3.6049382716049383,3.2133090694471766,4.0,5.0,1.5384615384615385,3.462121212121212,2.8,4.0,5.0,1.0,3.986842105263158,3.810224089635854,4.081544256120527,5.0,3.693548387096774
956086,OH,Caribbean,3.8,3.4,4.176929392446634,5.0,1.25,3.462121212121212,2.8,4.0,5.0,1.0,4.125,4.0,4.357142857142857,4.823529411764706,3.71875
973833,WI,Hot Dogs,3.5555555555555554,2.9473684210526314,4.176470588235294,5.0,1.0,3.4716981132075473,2.888888888888889,3.9671455938697315,5.0,1.0,3.8125,3.4305555555555554,4.174831081081081,4.324324324324325,3.2222222222222223
1014228,OH,Bakeries,3.923076923076923,3.3461538461538463,4.321428571428571,5.0,1.0,3.462121212121212,2.8,4.0,5.0,1.0,3.923076923076923,3.5,4.303571428571429,5.0,1.4
1024157,IL,Fast Food,2.6666666666666665,2.066666666666667,3.3513513513513513,5.0,1.0,3.3214285714285716,2.763157894736842,3.75,5.0,1.0,2.5555555555555554,1.9117647058823528,3.25,4.333333333333333,1.0
1035995,QC,Delis,3.6,3.181235431235431,4.150961538461539,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.3205128205128203,2.7916666666666665,4.233333333333333,4.6,1.3333333333333333
