,day,num_revs,state,category
0,1,8.0,QC,Diners
1,2,6.0,QC,Diners
2,3,6.0,QC,Diners
3,4,3.0,QC,Diners
4,5,6.0,QC,Diners
5,6,7.0,QC,Diners
6,7,5.0,QC,Diners
7,8,7.0,QC,Diners
8,9,5.0,QC,Diners
9,10,6.0,QC,Diners
10,11,2.0,QC,Diners
11,12,6.0,QC,Diners
12,13,6.0,QC,Diners
13,14,9.0,QC,Diners
14,15,6.0,QC,Diners
15,16,3.0,QC,Diners
16,17,6.0,QC,Diners
17,18,0.0,QC,Diners
18,19,4.0,QC,Diners
19,20,5.0,QC,Diners
20,21,12.0,QC,Diners
21,22,12.0,QC,Diners
22,23,7.0,QC,Diners
23,24,9.0,QC,Diners
24,25,4.0,QC,Diners
25,26,9.0,QC,Diners
26,27,14.0,QC,Diners
27,28,8.0,QC,Diners
28,29,9.0,QC,Diners
29,30,6.0,QC,Diners
30,31,8.0,QC,Diners
31,32,16.0,QC,Diners
32,33,10.0,QC,Diners
33,34,11.0,QC,Diners
34,35,5.0,QC,Diners
35,36,9.0,QC,Diners
36,37,7.0,QC,Diners
37,38,7.0,QC,Diners
38,39,9.0,QC,Diners
39,40,7.0,QC,Diners
40,41,9.0,QC,Diners
41,42,9.0,QC,Diners
42,43,6.0,QC,Diners
43,44,4.0,QC,Diners
44,45,4.0,QC,Diners
45,46,8.0,QC,Diners
46,47,4.0,QC,Diners
47,48,14.0,QC,Diners
48,49,4.0,QC,Diners
49,50,6.0,QC,Diners
50,51,5.0,QC,Diners
51,52,5.0,QC,Diners
0,1,13.0,QC,Canadian (New)
1,2,13.0,QC,Canadian (New)
2,3,10.0,QC,Canadian (New)
3,4,9.0,QC,Canadian (New)
4,5,9.0,QC,Canadian (New)
5,6,8.0,QC,Canadian (New)
6,7,10.0,QC,Canadian (New)
7,8,10.0,QC,Canadian (New)
8,9,7.0,QC,Canadian (New)
9,10,9.0,QC,Canadian (New)
10,11,9.0,QC,Canadian (New)
11,12,9.0,QC,Canadian (New)
12,13,18.0,QC,Canadian (New)
13,14,16.0,QC,Canadian (New)
14,15,10.0,QC,Canadian (New)
15,16,15.0,QC,Canadian (New)
16,17,9.0,QC,Canadian (New)
17,18,10.0,QC,Canadian (New)
18,19,6.0,QC,Canadian (New)
19,20,13.0,QC,Canadian (New)
20,21,17.0,QC,Canadian (New)
21,22,24.0,QC,Canadian (New)
22,23,13.0,QC,Canadian (New)
23,24,15.0,QC,Canadian (New)
24,25,22.0,QC,Canadian (New)
25,26,20.0,QC,Canadian (New)
26,27,26.0,QC,Canadian (New)
27,28,18.0,QC,Canadian (New)
28,29,25.0,QC,Canadian (New)
29,30,19.0,QC,Canadian (New)
30,31,20.0,QC,Canadian (New)
31,32,16.0,QC,Canadian (New)
32,33,33.0,QC,Canadian (New)
33,34,23.0,QC,Canadian (New)
34,35,15.0,QC,Canadian (New)
35,36,29.0,QC,Canadian (New)
36,37,18.0,QC,Canadian (New)
37,38,16.0,QC,Canadian (New)
38,39,18.0,QC,Canadian (New)
39,40,14.0,QC,Canadian (New)
40,41,24.0,QC,Canadian (New)
41,42,17.0,QC,Canadian (New)
42,43,16.0,QC,Canadian (New)
43,44,16.0,QC,Canadian (New)
44,45,14.0,QC,Canadian (New)
45,46,18.0,QC,Canadian (New)
46,47,13.0,QC,Canadian (New)
47,48,13.0,QC,Canadian (New)
48,49,11.0,QC,Canadian (New)
49,50,22.0,QC,Canadian (New)
50,51,4.0,QC,Canadian (New)
51,52,14.0,QC,Canadian (New)
0,1,1.0,QC,Fast Food
1,2,4.0,QC,Fast Food
2,3,0.0,QC,Fast Food
3,4,2.0,QC,Fast Food
4,5,4.0,QC,Fast Food
5,6,2.0,QC,Fast Food
6,7,0.0,QC,Fast Food
7,8,1.0,QC,Fast Food
8,9,2.0,QC,Fast Food
9,10,2.0,QC,Fast Food
10,11,1.0,QC,Fast Food
11,12,1.0,QC,Fast Food
12,13,2.0,QC,Fast Food
13,14,2.0,QC,Fast Food
14,15,5.0,QC,Fast Food
15,16,0.0,QC,Fast Food
16,17,2.0,QC,Fast Food
17,18,2.0,QC,Fast Food
18,19,0.0,QC,Fast Food
19,20,1.0,QC,Fast Food
20,21,2.0,QC,Fast Food
21,22,2.0,QC,Fast Food
22,23,3.0,QC,Fast Food
23,24,3.0,QC,Fast Food
24,25,5.0,QC,Fast Food
25,26,2.0,QC,Fast Food
26,27,3.0,QC,Fast Food
27,28,4.0,QC,Fast Food
28,29,5.0,QC,Fast Food
29,30,1.0,QC,Fast Food
30,31,0.0,QC,Fast Food
31,32,2.0,QC,Fast Food
32,33,3.0,QC,Fast Food
33,34,2.0,QC,Fast Food
34,35,5.0,QC,Fast Food
35,36,4.0,QC,Fast Food
36,37,4.0,QC,Fast Food
37,38,1.0,QC,Fast Food
38,39,2.0,QC,Fast Food
39,40,4.0,QC,Fast Food
40,41,0.0,QC,Fast Food
41,42,2.0,QC,Fast Food
42,43,2.0,QC,Fast Food
43,44,1.0,QC,Fast Food
44,45,0.0,QC,Fast Food
45,46,1.0,QC,Fast Food
46,47,3.0,QC,Fast Food
47,48,1.0,QC,Fast Food
48,49,2.0,QC,Fast Food
49,50,4.0,QC,Fast Food
50,51,1.0,QC,Fast Food
51,52,3.0,QC,Fast Food
0,1,2.0,QC,Bakeries
1,2,2.0,QC,Bakeries
2,3,1.0,QC,Bakeries
3,4,2.0,QC,Bakeries
4,5,4.0,QC,Bakeries
5,6,4.0,QC,Bakeries
6,7,2.0,QC,Bakeries
7,8,1.0,QC,Bakeries
8,9,2.0,QC,Bakeries
9,10,2.0,QC,Bakeries
10,11,7.0,QC,Bakeries
11,12,1.0,QC,Bakeries
12,13,5.0,QC,Bakeries
13,14,4.0,QC,Bakeries
14,15,0.0,QC,Bakeries
15,16,2.0,QC,Bakeries
16,17,4.0,QC,Bakeries
17,18,1.0,QC,Bakeries
18,19,3.0,QC,Bakeries
19,20,3.0,QC,Bakeries
20,21,3.0,QC,Bakeries
21,22,4.0,QC,Bakeries
22,23,1.0,QC,Bakeries
23,24,4.0,QC,Bakeries
24,25,5.0,QC,Bakeries
25,26,5.0,QC,Bakeries
26,27,6.0,QC,Bakeries
27,28,7.0,QC,Bakeries
28,29,5.0,QC,Bakeries
29,30,2.0,QC,Bakeries
30,31,0.0,QC,Bakeries
31,32,12.0,QC,Bakeries
32,33,2.0,QC,Bakeries
33,34,5.0,QC,Bakeries
34,35,4.0,QC,Bakeries
35,36,8.0,QC,Bakeries
36,37,2.0,QC,Bakeries
37,38,4.0,QC,Bakeries
38,39,6.0,QC,Bakeries
39,40,4.0,QC,Bakeries
40,41,7.0,QC,Bakeries
41,42,6.0,QC,Bakeries
42,43,4.0,QC,Bakeries
43,44,5.0,QC,Bakeries
44,45,3.0,QC,Bakeries
45,46,2.0,QC,Bakeries
46,47,3.0,QC,Bakeries
47,48,7.0,QC,Bakeries
48,49,5.0,QC,Bakeries
49,50,1.0,QC,Bakeries
50,51,1.0,QC,Bakeries
51,52,0.0,QC,Bakeries
0,1,25.0,ON,Thai
1,2,21.0,ON,Thai
2,3,26.0,ON,Thai
3,4,29.0,ON,Thai
4,5,30.0,ON,Thai
5,6,30.0,ON,Thai
6,7,27.0,ON,Thai
7,8,42.0,ON,Thai
8,9,26.0,ON,Thai
9,10,28.0,ON,Thai
10,11,24.0,ON,Thai
11,12,28.0,ON,Thai
12,13,40.0,ON,Thai
13,14,28.0,ON,Thai
14,15,33.0,ON,Thai
15,16,30.0,ON,Thai
16,17,35.0,ON,Thai
17,18,29.0,ON,Thai
18,19,28.0,ON,Thai
19,20,33.0,ON,Thai
20,21,30.0,ON,Thai
21,22,33.0,ON,Thai
22,23,30.0,ON,Thai
23,24,28.0,ON,Thai
24,25,31.0,ON,Thai
25,26,31.0,ON,Thai
26,27,34.0,ON,Thai
27,28,44.0,ON,Thai
28,29,30.0,ON,Thai
29,30,34.0,ON,Thai
30,31,46.0,ON,Thai
31,32,34.0,ON,Thai
32,33,37.0,ON,Thai
33,34,35.0,ON,Thai
34,35,42.0,ON,Thai
35,36,45.0,ON,Thai
36,37,31.0,ON,Thai
37,38,31.0,ON,Thai
38,39,33.0,ON,Thai
39,40,50.0,ON,Thai
40,41,35.0,ON,Thai
41,42,35.0,ON,Thai
42,43,37.0,ON,Thai
43,44,35.0,ON,Thai
44,45,35.0,ON,Thai
45,46,34.0,ON,Thai
46,47,36.0,ON,Thai
47,48,36.0,ON,Thai
48,49,29.0,ON,Thai
49,50,33.0,ON,Thai
50,51,38.0,ON,Thai
51,52,23.0,ON,Thai
0,1,13.0,ON,Fast Food
1,2,11.0,ON,Fast Food
2,3,25.0,ON,Fast Food
3,4,19.0,ON,Fast Food
4,5,5.0,ON,Fast Food
5,6,11.0,ON,Fast Food
6,7,14.0,ON,Fast Food
7,8,17.0,ON,Fast Food
8,9,11.0,ON,Fast Food
9,10,18.0,ON,Fast Food
10,11,9.0,ON,Fast Food
11,12,16.0,ON,Fast Food
12,13,14.0,ON,Fast Food
13,14,14.0,ON,Fast Food
14,15,14.0,ON,Fast Food
15,16,19.0,ON,Fast Food
16,17,11.0,ON,Fast Food
17,18,22.0,ON,Fast Food
18,19,16.0,ON,Fast Food
19,20,18.0,ON,Fast Food
20,21,14.0,ON,Fast Food
21,22,12.0,ON,Fast Food
22,23,13.0,ON,Fast Food
23,24,19.0,ON,Fast Food
24,25,15.0,ON,Fast Food
25,26,11.0,ON,Fast Food
26,27,17.0,ON,Fast Food
27,28,8.0,ON,Fast Food
28,29,23.0,ON,Fast Food
29,30,15.0,ON,Fast Food
30,31,15.0,ON,Fast Food
31,32,19.0,ON,Fast Food
32,33,15.0,ON,Fast Food
33,34,17.0,ON,Fast Food
34,35,26.0,ON,Fast Food
35,36,20.0,ON,Fast Food
36,37,21.0,ON,Fast Food
37,38,21.0,ON,Fast Food
38,39,11.0,ON,Fast Food
39,40,13.0,ON,Fast Food
40,41,14.0,ON,Fast Food
41,42,16.0,ON,Fast Food
42,43,18.0,ON,Fast Food
43,44,14.0,ON,Fast Food
44,45,19.0,ON,Fast Food
45,46,15.0,ON,Fast Food
46,47,15.0,ON,Fast Food
47,48,13.0,ON,Fast Food
48,49,19.0,ON,Fast Food
49,50,15.0,ON,Fast Food
50,51,11.0,ON,Fast Food
51,52,10.0,ON,Fast Food
0,1,22.0,ON,Breakfast & Brunch
1,2,39.0,ON,Breakfast & Brunch
2,3,37.0,ON,Breakfast & Brunch
3,4,23.0,ON,Breakfast & Brunch
4,5,30.0,ON,Breakfast & Brunch
5,6,27.0,ON,Breakfast & Brunch
6,7,43.0,ON,Breakfast & Brunch
7,8,33.0,ON,Breakfast & Brunch
8,9,31.0,ON,Breakfast & Brunch
9,10,20.0,ON,Breakfast & Brunch
10,11,35.0,ON,Breakfast & Brunch
11,12,27.0,ON,Breakfast & Brunch
12,13,27.0,ON,Breakfast & Brunch
13,14,31.0,ON,Breakfast & Brunch
14,15,33.0,ON,Breakfast & Brunch
15,16,30.0,ON,Breakfast & Brunch
16,17,35.0,ON,Breakfast & Brunch
17,18,27.0,ON,Breakfast & Brunch
18,19,31.0,ON,Breakfast & Brunch
19,20,44.0,ON,Breakfast & Brunch
20,21,29.0,ON,Breakfast & Brunch
21,22,41.0,ON,Breakfast & Brunch
22,23,30.0,ON,Breakfast & Brunch
23,24,27.0,ON,Breakfast & Brunch
24,25,28.0,ON,Breakfast & Brunch
25,26,33.0,ON,Breakfast & Brunch
26,27,46.0,ON,Breakfast & Brunch
27,28,37.0,ON,Breakfast & Brunch
28,29,45.0,ON,Breakfast & Brunch
29,30,35.0,ON,Breakfast & Brunch
30,31,44.0,ON,Breakfast & Brunch
31,32,54.0,ON,Breakfast & Brunch
32,33,28.0,ON,Breakfast & Brunch
33,34,41.0,ON,Breakfast & Brunch
34,35,41.0,ON,Breakfast & Brunch
35,36,47.0,ON,Breakfast & Brunch
36,37,41.0,ON,Breakfast & Brunch
37,38,29.0,ON,Breakfast & Brunch
38,39,31.0,ON,Breakfast & Brunch
39,40,29.0,ON,Breakfast & Brunch
40,41,39.0,ON,Breakfast & Brunch
41,42,35.0,ON,Breakfast & Brunch
42,43,37.0,ON,Breakfast & Brunch
43,44,29.0,ON,Breakfast & Brunch
44,45,36.0,ON,Breakfast & Brunch
45,46,47.0,ON,Breakfast & Brunch
46,47,31.0,ON,Breakfast & Brunch
47,48,40.0,ON,Breakfast & Brunch
48,49,32.0,ON,Breakfast & Brunch
49,50,29.0,ON,Breakfast & Brunch
50,51,29.0,ON,Breakfast & Brunch
51,52,21.0,ON,Breakfast & Brunch
0,1,16.0,ON,American (Traditional)
1,2,14.0,ON,American (Traditional)
2,3,21.0,ON,American (Traditional)
3,4,18.0,ON,American (Traditional)
4,5,17.0,ON,American (Traditional)
5,6,19.0,ON,American (Traditional)
6,7,27.0,ON,American (Traditional)
7,8,27.0,ON,American (Traditional)
8,9,14.0,ON,American (Traditional)
9,10,24.0,ON,American (Traditional)
10,11,17.0,ON,American (Traditional)
11,12,10.0,ON,American (Traditional)
12,13,15.0,ON,American (Traditional)
13,14,21.0,ON,American (Traditional)
14,15,6.0,ON,American (Traditional)
15,16,17.0,ON,American (Traditional)
16,17,15.0,ON,American (Traditional)
17,18,26.0,ON,American (Traditional)
18,19,21.0,ON,American (Traditional)
19,20,17.0,ON,American (Traditional)
20,21,22.0,ON,American (Traditional)
21,22,21.0,ON,American (Traditional)
22,23,17.0,ON,American (Traditional)
23,24,18.0,ON,American (Traditional)
24,25,20.0,ON,American (Traditional)
25,26,28.0,ON,American (Traditional)
26,27,27.0,ON,American (Traditional)
27,28,30.0,ON,American (Traditional)
28,29,20.0,ON,American (Traditional)
29,30,23.0,ON,American (Traditional)
30,31,27.0,ON,American (Traditional)
31,32,20.0,ON,American (Traditional)
32,33,25.0,ON,American (Traditional)
33,34,23.0,ON,American (Traditional)
34,35,23.0,ON,American (Traditional)
35,36,23.0,ON,American (Traditional)
36,37,26.0,ON,American (Traditional)
37,38,11.0,ON,American (Traditional)
38,39,16.0,ON,American (Traditional)
39,40,21.0,ON,American (Traditional)
40,41,32.0,ON,American (Traditional)
41,42,18.0,ON,American (Traditional)
42,43,13.0,ON,American (Traditional)
43,44,18.0,ON,American (Traditional)
44,45,20.0,ON,American (Traditional)
45,46,18.0,ON,American (Traditional)
46,47,22.0,ON,American (Traditional)
47,48,24.0,ON,American (Traditional)
48,49,19.0,ON,American (Traditional)
49,50,9.0,ON,American (Traditional)
50,51,10.0,ON,American (Traditional)
51,52,16.0,ON,American (Traditional)
0,1,29.0,ON,Burgers
1,2,30.0,ON,Burgers
2,3,41.0,ON,Burgers
3,4,31.0,ON,Burgers
4,5,32.0,ON,Burgers
5,6,39.0,ON,Burgers
6,7,24.0,ON,Burgers
7,8,33.0,ON,Burgers
8,9,20.0,ON,Burgers
9,10,27.0,ON,Burgers
10,11,27.0,ON,Burgers
11,12,28.0,ON,Burgers
12,13,38.0,ON,Burgers
13,14,39.0,ON,Burgers
14,15,31.0,ON,Burgers
15,16,42.0,ON,Burgers
16,17,30.0,ON,Burgers
17,18,23.0,ON,Burgers
18,19,48.0,ON,Burgers
19,20,40.0,ON,Burgers
20,21,34.0,ON,Burgers
21,22,26.0,ON,Burgers
22,23,31.0,ON,Burgers
23,24,26.0,ON,Burgers
24,25,32.0,ON,Burgers
25,26,34.0,ON,Burgers
26,27,38.0,ON,Burgers
27,28,49.0,ON,Burgers
28,29,36.0,ON,Burgers
29,30,45.0,ON,Burgers
30,31,38.0,ON,Burgers
31,32,30.0,ON,Burgers
32,33,41.0,ON,Burgers
33,34,34.0,ON,Burgers
34,35,33.0,ON,Burgers
35,36,57.0,ON,Burgers
36,37,43.0,ON,Burgers
37,38,20.0,ON,Burgers
38,39,32.0,ON,Burgers
39,40,43.0,ON,Burgers
40,41,33.0,ON,Burgers
41,42,38.0,ON,Burgers
42,43,34.0,ON,Burgers
43,44,41.0,ON,Burgers
44,45,42.0,ON,Burgers
45,46,33.0,ON,Burgers
46,47,33.0,ON,Burgers
47,48,45.0,ON,Burgers
48,49,43.0,ON,Burgers
49,50,30.0,ON,Burgers
50,51,36.0,ON,Burgers
51,52,21.0,ON,Burgers
0,1,24.0,ON,American (New)
1,2,12.0,ON,American (New)
2,3,12.0,ON,American (New)
3,4,10.0,ON,American (New)
4,5,12.0,ON,American (New)
5,6,17.0,ON,American (New)
6,7,25.0,ON,American (New)
7,8,17.0,ON,American (New)
8,9,8.0,ON,American (New)
9,10,18.0,ON,American (New)
10,11,18.0,ON,American (New)
11,12,16.0,ON,American (New)
12,13,15.0,ON,American (New)
13,14,17.0,ON,American (New)
14,15,18.0,ON,American (New)
15,16,21.0,ON,American (New)
16,17,13.0,ON,American (New)
17,18,14.0,ON,American (New)
18,19,19.0,ON,American (New)
19,20,7.0,ON,American (New)
20,21,10.0,ON,American (New)
21,22,17.0,ON,American (New)
22,23,24.0,ON,American (New)
23,24,15.0,ON,American (New)
24,25,17.0,ON,American (New)
25,26,21.0,ON,American (New)
26,27,18.0,ON,American (New)
27,28,23.0,ON,American (New)
28,29,31.0,ON,American (New)
29,30,21.0,ON,American (New)
30,31,14.0,ON,American (New)
31,32,24.0,ON,American (New)
32,33,23.0,ON,American (New)
33,34,28.0,ON,American (New)
34,35,16.0,ON,American (New)
35,36,16.0,ON,American (New)
36,37,16.0,ON,American (New)
37,38,17.0,ON,American (New)
38,39,31.0,ON,American (New)
39,40,20.0,ON,American (New)
40,41,16.0,ON,American (New)
41,42,17.0,ON,American (New)
42,43,20.0,ON,American (New)
43,44,10.0,ON,American (New)
44,45,22.0,ON,American (New)
45,46,15.0,ON,American (New)
46,47,20.0,ON,American (New)
47,48,15.0,ON,American (New)
48,49,17.0,ON,American (New)
49,50,17.0,ON,American (New)
50,51,18.0,ON,American (New)
51,52,10.0,ON,American (New)
0,1,30.0,ON,Vietnamese
1,2,20.0,ON,Vietnamese
2,3,20.0,ON,Vietnamese
3,4,26.0,ON,Vietnamese
4,5,22.0,ON,Vietnamese
5,6,20.0,ON,Vietnamese
6,7,17.0,ON,Vietnamese
7,8,31.0,ON,Vietnamese
8,9,29.0,ON,Vietnamese
9,10,33.0,ON,Vietnamese
10,11,20.0,ON,Vietnamese
11,12,22.0,ON,Vietnamese
12,13,23.0,ON,Vietnamese
13,14,31.0,ON,Vietnamese
14,15,30.0,ON,Vietnamese
15,16,19.0,ON,Vietnamese
16,17,30.0,ON,Vietnamese
17,18,22.0,ON,Vietnamese
18,19,25.0,ON,Vietnamese
19,20,32.0,ON,Vietnamese
20,21,25.0,ON,Vietnamese
21,22,22.0,ON,Vietnamese
22,23,36.0,ON,Vietnamese
23,24,33.0,ON,Vietnamese
24,25,23.0,ON,Vietnamese
25,26,26.0,ON,Vietnamese
26,27,26.0,ON,Vietnamese
27,28,25.0,ON,Vietnamese
28,29,35.0,ON,Vietnamese
29,30,44.0,ON,Vietnamese
30,31,35.0,ON,Vietnamese
31,32,41.0,ON,Vietnamese
32,33,29.0,ON,Vietnamese
33,34,44.0,ON,Vietnamese
34,35,29.0,ON,Vietnamese
35,36,32.0,ON,Vietnamese
36,37,27.0,ON,Vietnamese
37,38,32.0,ON,Vietnamese
38,39,34.0,ON,Vietnamese
39,40,35.0,ON,Vietnamese
40,41,25.0,ON,Vietnamese
41,42,29.0,ON,Vietnamese
42,43,31.0,ON,Vietnamese
43,44,31.0,ON,Vietnamese
44,45,34.0,ON,Vietnamese
45,46,29.0,ON,Vietnamese
46,47,34.0,ON,Vietnamese
47,48,26.0,ON,Vietnamese
48,49,29.0,ON,Vietnamese
49,50,24.0,ON,Vietnamese
50,51,26.0,ON,Vietnamese
51,52,27.0,ON,Vietnamese
0,1,67.0,ON,Chinese
1,2,66.0,ON,Chinese
2,3,58.0,ON,Chinese
3,4,68.0,ON,Chinese
4,5,60.0,ON,Chinese
5,6,64.0,ON,Chinese
6,7,74.0,ON,Chinese
7,8,68.0,ON,Chinese
8,9,74.0,ON,Chinese
9,10,75.0,ON,Chinese
10,11,54.0,ON,Chinese
11,12,59.0,ON,Chinese
12,13,79.0,ON,Chinese
13,14,77.0,ON,Chinese
14,15,56.0,ON,Chinese
15,16,50.0,ON,Chinese
16,17,73.0,ON,Chinese
17,18,68.0,ON,Chinese
18,19,47.0,ON,Chinese
19,20,81.0,ON,Chinese
20,21,85.0,ON,Chinese
21,22,54.0,ON,Chinese
22,23,58.0,ON,Chinese
23,24,62.0,ON,Chinese
24,25,68.0,ON,Chinese
25,26,67.0,ON,Chinese
26,27,99.0,ON,Chinese
27,28,59.0,ON,Chinese
28,29,73.0,ON,Chinese
29,30,58.0,ON,Chinese
30,31,79.0,ON,Chinese
31,32,79.0,ON,Chinese
32,33,76.0,ON,Chinese
33,34,73.0,ON,Chinese
34,35,83.0,ON,Chinese
35,36,103.0,ON,Chinese
36,37,68.0,ON,Chinese
37,38,53.0,ON,Chinese
38,39,62.0,ON,Chinese
39,40,79.0,ON,Chinese
40,41,83.0,ON,Chinese
41,42,85.0,ON,Chinese
42,43,68.0,ON,Chinese
43,44,76.0,ON,Chinese
44,45,63.0,ON,Chinese
45,46,50.0,ON,Chinese
46,47,79.0,ON,Chinese
47,48,66.0,ON,Chinese
48,49,62.0,ON,Chinese
49,50,58.0,ON,Chinese
50,51,66.0,ON,Chinese
51,52,54.0,ON,Chinese
0,1,28.0,ON,Canadian (New)
1,2,20.0,ON,Canadian (New)
2,3,30.0,ON,Canadian (New)
3,4,27.0,ON,Canadian (New)
4,5,25.0,ON,Canadian (New)
5,6,42.0,ON,Canadian (New)
6,7,43.0,ON,Canadian (New)
7,8,27.0,ON,Canadian (New)
8,9,28.0,ON,Canadian (New)
9,10,28.0,ON,Canadian (New)
10,11,23.0,ON,Canadian (New)
11,12,29.0,ON,Canadian (New)
12,13,19.0,ON,Canadian (New)
13,14,25.0,ON,Canadian (New)
14,15,29.0,ON,Canadian (New)
15,16,23.0,ON,Canadian (New)
16,17,29.0,ON,Canadian (New)
17,18,22.0,ON,Canadian (New)
18,19,27.0,ON,Canadian (New)
19,20,29.0,ON,Canadian (New)
20,21,41.0,ON,Canadian (New)
21,22,32.0,ON,Canadian (New)
22,23,33.0,ON,Canadian (New)
23,24,33.0,ON,Canadian (New)
24,25,44.0,ON,Canadian (New)
25,26,35.0,ON,Canadian (New)
26,27,42.0,ON,Canadian (New)
27,28,45.0,ON,Canadian (New)
28,29,56.0,ON,Canadian (New)
29,30,37.0,ON,Canadian (New)
30,31,37.0,ON,Canadian (New)
31,32,36.0,ON,Canadian (New)
32,33,33.0,ON,Canadian (New)
33,34,42.0,ON,Canadian (New)
34,35,42.0,ON,Canadian (New)
35,36,26.0,ON,Canadian (New)
36,37,35.0,ON,Canadian (New)
37,38,25.0,ON,Canadian (New)
38,39,31.0,ON,Canadian (New)
39,40,24.0,ON,Canadian (New)
40,41,27.0,ON,Canadian (New)
41,42,29.0,ON,Canadian (New)
42,43,32.0,ON,Canadian (New)
43,44,18.0,ON,Canadian (New)
44,45,25.0,ON,Canadian (New)
45,46,28.0,ON,Canadian (New)
46,47,36.0,ON,Canadian (New)
47,48,32.0,ON,Canadian (New)
48,49,31.0,ON,Canadian (New)
49,50,31.0,ON,Canadian (New)
50,51,27.0,ON,Canadian (New)
51,52,23.0,ON,Canadian (New)
0,1,16.0,QC,Breakfast & Brunch
1,2,8.0,QC,Breakfast & Brunch
2,3,13.0,QC,Breakfast & Brunch
3,4,6.0,QC,Breakfast & Brunch
4,5,12.0,QC,Breakfast & Brunch
5,6,13.0,QC,Breakfast & Brunch
6,7,14.0,QC,Breakfast & Brunch
7,8,15.0,QC,Breakfast & Brunch
8,9,7.0,QC,Breakfast & Brunch
9,10,10.0,QC,Breakfast & Brunch
10,11,13.0,QC,Breakfast & Brunch
11,12,10.0,QC,Breakfast & Brunch
12,13,7.0,QC,Breakfast & Brunch
13,14,17.0,QC,Breakfast & Brunch
14,15,8.0,QC,Breakfast & Brunch
15,16,9.0,QC,Breakfast & Brunch
16,17,11.0,QC,Breakfast & Brunch
17,18,11.0,QC,Breakfast & Brunch
18,19,9.0,QC,Breakfast & Brunch
19,20,8.0,QC,Breakfast & Brunch
20,21,34.0,QC,Breakfast & Brunch
21,22,28.0,QC,Breakfast & Brunch
22,23,13.0,QC,Breakfast & Brunch
23,24,20.0,QC,Breakfast & Brunch
24,25,10.0,QC,Breakfast & Brunch
25,26,22.0,QC,Breakfast & Brunch
26,27,16.0,QC,Breakfast & Brunch
27,28,17.0,QC,Breakfast & Brunch
28,29,19.0,QC,Breakfast & Brunch
29,30,10.0,QC,Breakfast & Brunch
30,31,16.0,QC,Breakfast & Brunch
31,32,19.0,QC,Breakfast & Brunch
32,33,25.0,QC,Breakfast & Brunch
33,34,9.0,QC,Breakfast & Brunch
34,35,16.0,QC,Breakfast & Brunch
35,36,31.0,QC,Breakfast & Brunch
36,37,7.0,QC,Breakfast & Brunch
37,38,13.0,QC,Breakfast & Brunch
38,39,14.0,QC,Breakfast & Brunch
39,40,15.0,QC,Breakfast & Brunch
40,41,21.0,QC,Breakfast & Brunch
41,42,13.0,QC,Breakfast & Brunch
42,43,12.0,QC,Breakfast & Brunch
43,44,12.0,QC,Breakfast & Brunch
44,45,11.0,QC,Breakfast & Brunch
45,46,12.0,QC,Breakfast & Brunch
46,47,9.0,QC,Breakfast & Brunch
47,48,16.0,QC,Breakfast & Brunch
48,49,12.0,QC,Breakfast & Brunch
49,50,6.0,QC,Breakfast & Brunch
50,51,8.0,QC,Breakfast & Brunch
51,52,15.0,QC,Breakfast & Brunch
0,1,48.0,ON,Japanese
1,2,62.0,ON,Japanese
2,3,50.0,ON,Japanese
3,4,56.0,ON,Japanese
4,5,56.0,ON,Japanese
5,6,51.0,ON,Japanese
6,7,51.0,ON,Japanese
7,8,74.0,ON,Japanese
8,9,56.0,ON,Japanese
9,10,64.0,ON,Japanese
10,11,55.0,ON,Japanese
11,12,55.0,ON,Japanese
12,13,61.0,ON,Japanese
13,14,57.0,ON,Japanese
14,15,74.0,ON,Japanese
15,16,70.0,ON,Japanese
16,17,61.0,ON,Japanese
17,18,54.0,ON,Japanese
18,19,54.0,ON,Japanese
19,20,54.0,ON,Japanese
20,21,65.0,ON,Japanese
21,22,56.0,ON,Japanese
22,23,53.0,ON,Japanese
23,24,46.0,ON,Japanese
24,25,53.0,ON,Japanese
25,26,63.0,ON,Japanese
26,27,65.0,ON,Japanese
27,28,72.0,ON,Japanese
28,29,69.0,ON,Japanese
29,30,68.0,ON,Japanese
30,31,66.0,ON,Japanese
31,32,74.0,ON,Japanese
32,33,88.0,ON,Japanese
33,34,78.0,ON,Japanese
34,35,81.0,ON,Japanese
35,36,82.0,ON,Japanese
36,37,57.0,ON,Japanese
37,38,66.0,ON,Japanese
38,39,48.0,ON,Japanese
39,40,57.0,ON,Japanese
40,41,44.0,ON,Japanese
41,42,74.0,ON,Japanese
42,43,40.0,ON,Japanese
43,44,63.0,ON,Japanese
44,45,69.0,ON,Japanese
45,46,70.0,ON,Japanese
46,47,59.0,ON,Japanese
47,48,58.0,ON,Japanese
48,49,52.0,ON,Japanese
49,50,46.0,ON,Japanese
50,51,39.0,ON,Japanese
51,52,46.0,ON,Japanese
0,1,15.0,ON,Asian Fusion
1,2,13.0,ON,Asian Fusion
2,3,16.0,ON,Asian Fusion
3,4,22.0,ON,Asian Fusion
4,5,19.0,ON,Asian Fusion
5,6,28.0,ON,Asian Fusion
6,7,23.0,ON,Asian Fusion
7,8,34.0,ON,Asian Fusion
8,9,21.0,ON,Asian Fusion
9,10,15.0,ON,Asian Fusion
10,11,26.0,ON,Asian Fusion
11,12,22.0,ON,Asian Fusion
12,13,14.0,ON,Asian Fusion
