,day,num_revs,state,category
44,45,74.0,AZ,Chinese
45,46,56.0,AZ,Chinese
46,47,49.0,AZ,Chinese
47,48,53.0,AZ,Chinese
48,49,73.0,AZ,Chinese
49,50,64.0,AZ,Chinese
50,51,59.0,AZ,Chinese
51,52,78.0,AZ,Chinese
0,1,9.0,AZ,Delis
1,2,12.0,AZ,Delis
2,3,23.0,AZ,Delis
3,4,10.0,AZ,Delis
4,5,9.0,AZ,Delis
5,6,23.0,AZ,Delis
6,7,9.0,AZ,Delis
7,8,14.0,AZ,Delis
8,9,12.0,AZ,Delis
9,10,18.0,AZ,Delis
10,11,18.0,AZ,Delis
11,12,25.0,AZ,Delis
12,13,19.0,AZ,Delis
13,14,13.0,AZ,Delis
14,15,29.0,AZ,Delis
15,16,15.0,AZ,Delis
16,17,14.0,AZ,Delis
17,18,16.0,AZ,Delis
18,19,21.0,AZ,Delis
19,20,20.0,AZ,Delis
20,21,15.0,AZ,Delis
21,22,8.0,AZ,Delis
22,23,22.0,AZ,Delis
23,24,13.0,AZ,Delis
24,25,18.0,AZ,Delis
25,26,13.0,AZ,Delis
26,27,14.0,AZ,Delis
27,28,22.0,AZ,Delis
28,29,15.0,AZ,Delis
29,30,21.0,AZ,Delis
30,31,15.0,AZ,Delis
31,32,11.0,AZ,Delis
32,33,11.0,AZ,Delis
33,34,13.0,AZ,Delis
34,35,14.0,AZ,Delis
35,36,16.0,AZ,Delis
36,37,13.0,AZ,Delis
37,38,13.0,AZ,Delis
38,39,14.0,AZ,Delis
39,40,21.0,AZ,Delis
40,41,15.0,AZ,Delis
41,42,12.0,AZ,Delis
42,43,12.0,AZ,Delis
43,44,14.0,AZ,Delis
44,45,12.0,AZ,Delis
45,46,6.0,AZ,Delis
46,47,8.0,AZ,Delis
47,48,13.0,AZ,Delis
48,49,15.0,AZ,Delis
49,50,12.0,AZ,Delis
50,51,10.0,AZ,Delis
51,52,11.0,AZ,Delis
0,1,23.0,AZ,Thai
1,2,34.0,AZ,Thai
2,3,50.0,AZ,Thai
3,4,36.0,AZ,Thai
4,5,38.0,AZ,Thai
5,6,37.0,AZ,Thai
6,7,44.0,AZ,Thai
7,8,44.0,AZ,Thai
8,9,49.0,AZ,Thai
9,10,45.0,AZ,Thai
10,11,30.0,AZ,Thai
11,12,44.0,AZ,Thai
12,13,46.0,AZ,Thai
13,14,36.0,AZ,Thai
14,15,45.0,AZ,Thai
15,16,39.0,AZ,Thai
16,17,27.0,AZ,Thai
17,18,44.0,AZ,Thai
18,19,35.0,AZ,Thai
19,20,36.0,AZ,Thai
20,21,42.0,AZ,Thai
21,22,35.0,AZ,Thai
22,23,34.0,AZ,Thai
23,24,41.0,AZ,Thai
24,25,35.0,AZ,Thai
25,26,22.0,AZ,Thai
26,27,30.0,AZ,Thai
27,28,32.0,AZ,Thai
28,29,43.0,AZ,Thai
29,30,35.0,AZ,Thai
30,31,36.0,AZ,Thai
31,32,25.0,AZ,Thai
32,33,29.0,AZ,Thai
33,34,36.0,AZ,Thai
34,35,44.0,AZ,Thai
35,36,36.0,AZ,Thai
36,37,32.0,AZ,Thai
37,38,34.0,AZ,Thai
38,39,35.0,AZ,Thai
39,40,35.0,AZ,Thai
40,41,25.0,AZ,Thai
41,42,32.0,AZ,Thai
42,43,38.0,AZ,Thai
43,44,32.0,AZ,Thai
44,45,24.0,AZ,Thai
45,46,35.0,AZ,Thai
46,47,37.0,AZ,Thai
47,48,37.0,AZ,Thai
48,49,40.0,AZ,Thai
49,50,31.0,AZ,Thai
50,51,38.0,AZ,Thai
51,52,27.0,AZ,Thai
0,1,13.0,AZ,Desserts
1,2,12.0,AZ,Desserts
2,3,19.0,AZ,Desserts
3,4,15.0,AZ,Desserts
4,5,12.0,AZ,Desserts
5,6,12.0,AZ,Desserts
6,7,20.0,AZ,Desserts
7,8,21.0,AZ,Desserts
8,9,8.0,AZ,Desserts
9,10,17.0,AZ,Desserts
10,11,20.0,AZ,Desserts
11,12,25.0,AZ,Desserts
12,13,27.0,AZ,Desserts
13,14,25.0,AZ,Desserts
14,15,11.0,AZ,Desserts
15,16,16.0,AZ,Desserts
16,17,17.0,AZ,Desserts
17,18,21.0,AZ,Desserts
18,19,17.0,AZ,Desserts
19,20,12.0,AZ,Desserts
20,21,22.0,AZ,Desserts
21,22,23.0,AZ,Desserts
22,23,12.0,AZ,Desserts
23,24,12.0,AZ,Desserts
24,25,16.0,AZ,Desserts
25,26,22.0,AZ,Desserts
26,27,21.0,AZ,Desserts
27,28,13.0,AZ,Desserts
28,29,21.0,AZ,Desserts
29,30,16.0,AZ,Desserts
30,31,17.0,AZ,Desserts
31,32,23.0,AZ,Desserts
32,33,19.0,AZ,Desserts
33,34,25.0,AZ,Desserts
34,35,23.0,AZ,Desserts
35,36,15.0,AZ,Desserts
36,37,16.0,AZ,Desserts
37,38,16.0,AZ,Desserts
38,39,15.0,AZ,Desserts
39,40,12.0,AZ,Desserts
40,41,12.0,AZ,Desserts
41,42,18.0,AZ,Desserts
42,43,14.0,AZ,Desserts
43,44,14.0,AZ,Desserts
44,45,14.0,AZ,Desserts
45,46,19.0,AZ,Desserts
46,47,19.0,AZ,Desserts
47,48,12.0,AZ,Desserts
48,49,20.0,AZ,Desserts
49,50,12.0,AZ,Desserts
50,51,9.0,AZ,Desserts
51,52,18.0,AZ,Desserts
0,1,8.0,AZ,Latin American
1,2,7.0,AZ,Latin American
2,3,4.0,AZ,Latin American
3,4,4.0,AZ,Latin American
4,5,7.0,AZ,Latin American
5,6,8.0,AZ,Latin American
6,7,10.0,AZ,Latin American
7,8,5.0,AZ,Latin American
8,9,5.0,AZ,Latin American
9,10,10.0,AZ,Latin American
10,11,3.0,AZ,Latin American
11,12,15.0,AZ,Latin American
12,13,10.0,AZ,Latin American
13,14,8.0,AZ,Latin American
14,15,9.0,AZ,Latin American
15,16,11.0,AZ,Latin American
16,17,4.0,AZ,Latin American
17,18,7.0,AZ,Latin American
18,19,10.0,AZ,Latin American
19,20,12.0,AZ,Latin American
20,21,10.0,AZ,Latin American
21,22,12.0,AZ,Latin American
22,23,8.0,AZ,Latin American
23,24,8.0,AZ,Latin American
24,25,13.0,AZ,Latin American
25,26,9.0,AZ,Latin American
26,27,8.0,AZ,Latin American
27,28,9.0,AZ,Latin American
28,29,8.0,AZ,Latin American
29,30,7.0,AZ,Latin American
30,31,9.0,AZ,Latin American
31,32,10.0,AZ,Latin American
32,33,8.0,AZ,Latin American
33,34,4.0,AZ,Latin American
34,35,7.0,AZ,Latin American
35,36,7.0,AZ,Latin American
36,37,5.0,AZ,Latin American
37,38,7.0,AZ,Latin American
38,39,8.0,AZ,Latin American
39,40,7.0,AZ,Latin American
40,41,8.0,AZ,Latin American
41,42,3.0,AZ,Latin American
42,43,8.0,AZ,Latin American
43,44,10.0,AZ,Latin American
44,45,5.0,AZ,Latin American
45,46,10.0,AZ,Latin American
46,47,5.0,AZ,Latin American
47,48,7.0,AZ,Latin American
48,49,12.0,AZ,Latin American
49,50,5.0,AZ,Latin American
50,51,4.0,AZ,Latin American
51,52,5.0,AZ,Latin American
0,1,33.0,AZ,Vietnamese
1,2,41.0,AZ,Vietnamese
2,3,22.0,AZ,Vietnamese
3,4,34.0,AZ,Vietnamese
4,5,40.0,AZ,Vietnamese
5,6,28.0,AZ,Vietnamese
6,7,30.0,AZ,Vietnamese
7,8,22.0,AZ,Vietnamese
8,9,25.0,AZ,Vietnamese
9,10,27.0,AZ,Vietnamese
10,11,23.0,AZ,Vietnamese
11,12,28.0,AZ,Vietnamese
12,13,33.0,AZ,Vietnamese
13,14,30.0,AZ,Vietnamese
14,15,21.0,AZ,Vietnamese
15,16,24.0,AZ,Vietnamese
16,17,24.0,AZ,Vietnamese
17,18,38.0,AZ,Vietnamese
18,19,27.0,AZ,Vietnamese
19,20,21.0,AZ,Vietnamese
20,21,25.0,AZ,Vietnamese
21,22,23.0,AZ,Vietnamese
22,23,23.0,AZ,Vietnamese
23,24,16.0,AZ,Vietnamese
24,25,30.0,AZ,Vietnamese
25,26,20.0,AZ,Vietnamese
26,27,29.0,AZ,Vietnamese
27,28,28.0,AZ,Vietnamese
28,29,28.0,AZ,Vietnamese
29,30,24.0,AZ,Vietnamese
30,31,27.0,AZ,Vietnamese
31,32,27.0,AZ,Vietnamese
32,33,21.0,AZ,Vietnamese
33,34,31.0,AZ,Vietnamese
34,35,30.0,AZ,Vietnamese
35,36,37.0,AZ,Vietnamese
36,37,31.0,AZ,Vietnamese
37,38,19.0,AZ,Vietnamese
38,39,37.0,AZ,Vietnamese
39,40,30.0,AZ,Vietnamese
40,41,26.0,AZ,Vietnamese
41,42,20.0,AZ,Vietnamese
42,43,37.0,AZ,Vietnamese
43,44,25.0,AZ,Vietnamese
44,45,25.0,AZ,Vietnamese
45,46,31.0,AZ,Vietnamese
46,47,38.0,AZ,Vietnamese
47,48,24.0,AZ,Vietnamese
48,49,36.0,AZ,Vietnamese
49,50,24.0,AZ,Vietnamese
50,51,20.0,AZ,Vietnamese
51,52,34.0,AZ,Vietnamese
0,1,23.0,AZ,Fast Food
1,2,37.0,AZ,Fast Food
2,3,52.0,AZ,Fast Food
3,4,35.0,AZ,Fast Food
4,5,44.0,AZ,Fast Food
5,6,51.0,AZ,Fast Food
6,7,36.0,AZ,Fast Food
7,8,47.0,AZ,Fast Food
8,9,33.0,AZ,Fast Food
9,10,46.0,AZ,Fast Food
10,11,66.0,AZ,Fast Food
11,12,43.0,AZ,Fast Food
12,13,43.0,AZ,Fast Food
13,14,48.0,AZ,Fast Food
14,15,44.0,AZ,Fast Food
15,16,51.0,AZ,Fast Food
16,17,48.0,AZ,Fast Food
17,18,57.0,AZ,Fast Food
18,19,50.0,AZ,Fast Food
19,20,68.0,AZ,Fast Food
20,21,48.0,AZ,Fast Food
21,22,56.0,AZ,Fast Food
22,23,50.0,AZ,Fast Food
23,24,47.0,AZ,Fast Food
24,25,60.0,AZ,Fast Food
25,26,53.0,AZ,Fast Food
26,27,56.0,AZ,Fast Food
27,28,46.0,AZ,Fast Food
28,29,47.0,AZ,Fast Food
29,30,63.0,AZ,Fast Food
30,31,58.0,AZ,Fast Food
31,32,60.0,AZ,Fast Food
32,33,44.0,AZ,Fast Food
33,34,51.0,AZ,Fast Food
34,35,56.0,AZ,Fast Food
35,36,48.0,AZ,Fast Food
36,37,46.0,AZ,Fast Food
37,38,44.0,AZ,Fast Food
38,39,55.0,AZ,Fast Food
39,40,40.0,AZ,Fast Food
40,41,52.0,AZ,Fast Food
41,42,53.0,AZ,Fast Food
42,43,55.0,AZ,Fast Food
43,44,54.0,AZ,Fast Food
44,45,44.0,AZ,Fast Food
45,46,55.0,AZ,Fast Food
46,47,41.0,AZ,Fast Food
47,48,56.0,AZ,Fast Food
48,49,51.0,AZ,Fast Food
49,50,39.0,AZ,Fast Food
50,51,53.0,AZ,Fast Food
51,52,40.0,AZ,Fast Food
0,1,23.0,AZ,Vegetarian
1,2,24.0,AZ,Vegetarian
2,3,21.0,AZ,Vegetarian
3,4,22.0,AZ,Vegetarian
4,5,17.0,AZ,Vegetarian
5,6,21.0,AZ,Vegetarian
6,7,21.0,AZ,Vegetarian
7,8,24.0,AZ,Vegetarian
8,9,33.0,AZ,Vegetarian
9,10,21.0,AZ,Vegetarian
10,11,35.0,AZ,Vegetarian
11,12,26.0,AZ,Vegetarian
12,13,25.0,AZ,Vegetarian
13,14,25.0,AZ,Vegetarian
14,15,24.0,AZ,Vegetarian
15,16,25.0,AZ,Vegetarian
16,17,25.0,AZ,Vegetarian
17,18,29.0,AZ,Vegetarian
18,19,26.0,AZ,Vegetarian
19,20,30.0,AZ,Vegetarian
20,21,17.0,AZ,Vegetarian
21,22,20.0,AZ,Vegetarian
22,23,19.0,AZ,Vegetarian
23,24,22.0,AZ,Vegetarian
24,25,24.0,AZ,Vegetarian
25,26,28.0,AZ,Vegetarian
26,27,31.0,AZ,Vegetarian
27,28,36.0,AZ,Vegetarian
28,29,27.0,AZ,Vegetarian
29,30,28.0,AZ,Vegetarian
30,31,28.0,AZ,Vegetarian
31,32,25.0,AZ,Vegetarian
32,33,20.0,AZ,Vegetarian
33,34,30.0,AZ,Vegetarian
34,35,18.0,AZ,Vegetarian
35,36,28.0,AZ,Vegetarian
36,37,28.0,AZ,Vegetarian
37,38,25.0,AZ,Vegetarian
38,39,20.0,AZ,Vegetarian
39,40,20.0,AZ,Vegetarian
40,41,27.0,AZ,Vegetarian
41,42,28.0,AZ,Vegetarian
42,43,22.0,AZ,Vegetarian
43,44,25.0,AZ,Vegetarian
44,45,17.0,AZ,Vegetarian
45,46,24.0,AZ,Vegetarian
46,47,17.0,AZ,Vegetarian
47,48,25.0,AZ,Vegetarian
48,49,32.0,AZ,Vegetarian
49,50,9.0,AZ,Vegetarian
50,51,22.0,AZ,Vegetarian
51,52,21.0,AZ,Vegetarian
0,1,6.0,AZ,French
1,2,12.0,AZ,French
2,3,7.0,AZ,French
3,4,9.0,AZ,French
4,5,9.0,AZ,French
5,6,7.0,AZ,French
6,7,14.0,AZ,French
7,8,13.0,AZ,French
8,9,5.0,AZ,French
9,10,6.0,AZ,French
10,11,8.0,AZ,French
11,12,11.0,AZ,French
12,13,7.0,AZ,French
13,14,11.0,AZ,French
14,15,12.0,AZ,French
15,16,9.0,AZ,French
16,17,12.0,AZ,French
17,18,8.0,AZ,French
18,19,11.0,AZ,French
19,20,12.0,AZ,French
20,21,6.0,AZ,French
21,22,15.0,AZ,French
22,23,6.0,AZ,French
23,24,5.0,AZ,French
24,25,12.0,AZ,French
25,26,6.0,AZ,French
26,27,4.0,AZ,French
27,28,9.0,AZ,French
28,29,11.0,AZ,French
29,30,7.0,AZ,French
30,31,12.0,AZ,French
31,32,6.0,AZ,French
32,33,9.0,AZ,French
33,34,7.0,AZ,French
34,35,6.0,AZ,French
35,36,11.0,AZ,French
36,37,9.0,AZ,French
37,38,15.0,AZ,French
38,39,5.0,AZ,French
39,40,12.0,AZ,French
40,41,3.0,AZ,French
41,42,10.0,AZ,French
42,43,11.0,AZ,French
43,44,6.0,AZ,French
44,45,7.0,AZ,French
45,46,10.0,AZ,French
46,47,11.0,AZ,French
47,48,4.0,AZ,French
48,49,8.0,AZ,French
49,50,3.0,AZ,French
50,51,10.0,AZ,French
51,52,9.0,AZ,French
0,1,11.0,AZ,Hot Dogs
1,2,12.0,AZ,Hot Dogs
2,3,9.0,AZ,Hot Dogs
3,4,9.0,AZ,Hot Dogs
4,5,21.0,AZ,Hot Dogs
5,6,14.0,AZ,Hot Dogs
6,7,23.0,AZ,Hot Dogs
7,8,14.0,AZ,Hot Dogs
8,9,16.0,AZ,Hot Dogs
9,10,15.0,AZ,Hot Dogs
10,11,17.0,AZ,Hot Dogs
11,12,17.0,AZ,Hot Dogs
12,13,16.0,AZ,Hot Dogs
13,14,11.0,AZ,Hot Dogs
14,15,11.0,AZ,Hot Dogs
15,16,6.0,AZ,Hot Dogs
16,17,12.0,AZ,Hot Dogs
17,18,20.0,AZ,Hot Dogs
18,19,11.0,AZ,Hot Dogs
19,20,15.0,AZ,Hot Dogs
20,21,18.0,AZ,Hot Dogs
21,22,15.0,AZ,Hot Dogs
22,23,7.0,AZ,Hot Dogs
23,24,20.0,AZ,Hot Dogs
24,25,10.0,AZ,Hot Dogs
25,26,15.0,AZ,Hot Dogs
26,27,12.0,AZ,Hot Dogs
27,28,8.0,AZ,Hot Dogs
28,29,13.0,AZ,Hot Dogs
29,30,21.0,AZ,Hot Dogs
30,31,13.0,AZ,Hot Dogs
31,32,14.0,AZ,Hot Dogs
32,33,10.0,AZ,Hot Dogs
33,34,16.0,AZ,Hot Dogs
34,35,8.0,AZ,Hot Dogs
35,36,13.0,AZ,Hot Dogs
36,37,20.0,AZ,Hot Dogs
37,38,15.0,AZ,Hot Dogs
38,39,6.0,AZ,Hot Dogs
39,40,13.0,AZ,Hot Dogs
40,41,9.0,AZ,Hot Dogs
41,42,11.0,AZ,Hot Dogs
42,43,12.0,AZ,Hot Dogs
43,44,6.0,AZ,Hot Dogs
44,45,11.0,AZ,Hot Dogs
45,46,13.0,AZ,Hot Dogs
46,47,10.0,AZ,Hot Dogs
47,48,13.0,AZ,Hot Dogs
48,49,8.0,AZ,Hot Dogs
49,50,8.0,AZ,Hot Dogs
50,51,9.0,AZ,Hot Dogs
51,52,7.0,AZ,Hot Dogs
0,1,19.0,AZ,Barbeque
1,2,25.0,AZ,Barbeque
2,3,30.0,AZ,Barbeque
3,4,35.0,AZ,Barbeque
4,5,28.0,AZ,Barbeque
5,6,23.0,AZ,Barbeque
6,7,39.0,AZ,Barbeque
7,8,24.0,AZ,Barbeque
8,9,33.0,AZ,Barbeque
9,10,28.0,AZ,Barbeque
10,11,32.0,AZ,Barbeque
11,12,44.0,AZ,Barbeque
12,13,39.0,AZ,Barbeque
13,14,26.0,AZ,Barbeque
14,15,30.0,AZ,Barbeque
15,16,27.0,AZ,Barbeque
16,17,24.0,AZ,Barbeque
17,18,25.0,AZ,Barbeque
18,19,40.0,AZ,Barbeque
19,20,31.0,AZ,Barbeque
20,21,37.0,AZ,Barbeque
21,22,25.0,AZ,Barbeque
22,23,34.0,AZ,Barbeque
23,24,30.0,AZ,Barbeque
24,25,45.0,AZ,Barbeque
25,26,30.0,AZ,Barbeque
26,27,36.0,AZ,Barbeque
27,28,38.0,AZ,Barbeque
28,29,26.0,AZ,Barbeque
29,30,36.0,AZ,Barbeque
30,31,34.0,AZ,Barbeque
31,32,32.0,AZ,Barbeque
32,33,38.0,AZ,Barbeque
33,34,26.0,AZ,Barbeque
34,35,27.0,AZ,Barbeque
35,36,47.0,AZ,Barbeque
36,37,35.0,AZ,Barbeque
37,38,35.0,AZ,Barbeque
38,39,37.0,AZ,Barbeque
39,40,31.0,AZ,Barbeque
40,41,28.0,AZ,Barbeque
41,42,39.0,AZ,Barbeque
42,43,36.0,AZ,Barbeque
43,44,35.0,AZ,Barbeque
44,45,36.0,AZ,Barbeque
45,46,38.0,AZ,Barbeque
46,47,27.0,AZ,Barbeque
47,48,24.0,AZ,Barbeque
48,49,29.0,AZ,Barbeque
49,50,21.0,AZ,Barbeque
50,51,25.0,AZ,Barbeque
51,52,26.0,AZ,Barbeque
0,1,1.0,ON,Latin American
1,2,3.0,ON,Latin American
2,3,3.0,ON,Latin American
3,4,5.0,ON,Latin American
4,5,4.0,ON,Latin American
5,6,4.0,ON,Latin American
6,7,3.0,ON,Latin American
7,8,5.0,ON,Latin American
8,9,2.0,ON,Latin American
9,10,1.0,ON,Latin American
10,11,4.0,ON,Latin American
11,12,1.0,ON,Latin American
12,13,4.0,ON,Latin American
13,14,2.0,ON,Latin American
14,15,10.0,ON,Latin American
15,16,2.0,ON,Latin American
16,17,5.0,ON,Latin American
17,18,3.0,ON,Latin American
18,19,6.0,ON,Latin American
19,20,4.0,ON,Latin American
20,21,2.0,ON,Latin American
21,22,3.0,ON,Latin American
22,23,5.0,ON,Latin American
23,24,1.0,ON,Latin American
24,25,4.0,ON,Latin American
25,26,3.0,ON,Latin American
26,27,5.0,ON,Latin American
27,28,3.0,ON,Latin American
28,29,0.0,ON,Latin American
29,30,3.0,ON,Latin American
30,31,3.0,ON,Latin American
31,32,5.0,ON,Latin American
32,33,5.0,ON,Latin American
33,34,3.0,ON,Latin American
34,35,6.0,ON,Latin American
35,36,7.0,ON,Latin American
36,37,3.0,ON,Latin American
37,38,5.0,ON,Latin American
38,39,5.0,ON,Latin American
39,40,6.0,ON,Latin American
40,41,4.0,ON,Latin American
41,42,6.0,ON,Latin American
42,43,5.0,ON,Latin American
43,44,3.0,ON,Latin American
44,45,5.0,ON,Latin American
45,46,11.0,ON,Latin American
46,47,3.0,ON,Latin American
47,48,6.0,ON,Latin American
48,49,3.0,ON,Latin American
49,50,4.0,ON,Latin American
50,51,5.0,ON,Latin American
51,52,6.0,ON,Latin American
0,1,1.0,QC,Salad
1,2,0.0,QC,Salad
2,3,0.0,QC,Salad
3,4,1.0,QC,Salad
4,5,1.0,QC,Salad
5,6,0.0,QC,Salad
6,7,1.0,QC,Salad
7,8,1.0,QC,Salad
8,9,0.0,QC,Salad
9,10,1.0,QC,Salad
10,11,0.0,QC,Salad
11,12,0.0,QC,Salad
12,13,2.0,QC,Salad
13,14,0.0,QC,Salad
14,15,1.0,QC,Salad
15,16,1.0,QC,Salad
16,17,2.0,QC,Salad
17,18,0.0,QC,Salad
18,19,0.0,QC,Salad
19,20,3.0,QC,Salad
20,21,7.0,QC,Salad
21,22,1.0,QC,Salad
22,23,2.0,QC,Salad
23,24,1.0,QC,Salad
24,25,4.0,QC,Salad
25,26,0.0,QC,Salad
26,27,2.0,QC,Salad
27,28,2.0,QC,Salad
28,29,2.0,QC,Salad
29,30,4.0,QC,Salad
30,31,4.0,QC,Salad
31,32,3.0,QC,Salad
32,33,2.0,QC,Salad
33,34,1.0,QC,Salad
34,35,0.0,QC,Salad
35,36,4.0,QC,Salad
36,37,2.0,QC,Salad
37,38,2.0,QC,Salad
38,39,1.0,QC,Salad
39,40,1.0,QC,Salad
40,41,1.0,QC,Salad
41,42,2.0,QC,Salad
42,43,1.0,QC,Salad
43,44,3.0,QC,Salad
44,45,1.0,QC,Salad
45,46,2.0,QC,Salad
46,47,1.0,QC,Salad
47,48,1.0,QC,Salad
48,49,1.0,QC,Salad
49,50,0.0,QC,Salad
50,51,0.0,QC,Salad
51,52,0.0,QC,Salad
0,1,10.0,QC,Italian
1,2,6.0,QC,Italian
2,3,5.0,QC,Italian
3,4,9.0,QC,Italian
4,5,3.0,QC,Italian
5,6,5.0,QC,Italian
6,7,4.0,QC,Italian
7,8,7.0,QC,Italian
8,9,10.0,QC,Italian
9,10,6.0,QC,Italian
10,11,10.0,QC,Italian
11,12,9.0,QC,Italian
12,13,10.0,QC,Italian
13,14,10.0,QC,Italian
14,15,4.0,QC,Italian
15,16,14.0,QC,Italian
16,17,9.0,QC,Italian
17,18,10.0,QC,Italian
18,19,7.0,QC,Italian
19,20,10.0,QC,Italian
20,21,10.0,QC,Italian
21,22,14.0,QC,Italian
22,23,14.0,QC,Italian
23,24,11.0,QC,Italian
24,25,16.0,QC,Italian
25,26,9.0,QC,Italian
26,27,26.0,QC,Italian
27,28,15.0,QC,Italian
28,29,14.0,QC,Italian
29,30,10.0,QC,Italian
30,31,19.0,QC,Italian
31,32,23.0,QC,Italian
32,33,24.0,QC,Italian
33,34,12.0,QC,Italian
34,35,9.0,QC,Italian
35,36,14.0,QC,Italian
36,37,9.0,QC,Italian
37,38,10.0,QC,Italian
38,39,9.0,QC,Italian
39,40,7.0,QC,Italian
40,41,11.0,QC,Italian
41,42,12.0,QC,Italian
42,43,8.0,QC,Italian
43,44,4.0,QC,Italian
44,45,7.0,QC,Italian
45,46,15.0,QC,Italian
46,47,13.0,QC,Italian
47,48,9.0,QC,Italian
48,49,9.0,QC,Italian
49,50,6.0,QC,Italian
50,51,5.0,QC,Italian
51,52,6.0,QC,Italian
0,1,7.0,NC,Burgers
1,2,12.0,NC,Burgers
2,3,14.0,NC,Burgers
3,4,10.0,NC,Burgers
4,5,13.0,NC,Burgers
5,6,10.0,NC,Burgers
6,7,15.0,NC,Burgers
7,8,11.0,NC,Burgers
8,9,14.0,NC,Burgers
9,10,14.0,NC,Burgers
10,11,10.0,NC,Burgers
11,12,12.0,NC,Burgers
12,13,7.0,NC,Burgers
13,14,5.0,NC,Burgers
14,15,16.0,NC,Burgers
15,16,14.0,NC,Burgers
16,17,16.0,NC,Burgers
17,18,15.0,NC,Burgers
18,19,13.0,NC,Burgers
19,20,11.0,NC,Burgers
20,21,9.0,NC,Burgers
21,22,8.0,NC,Burgers
22,23,8.0,NC,Burgers
23,24,10.0,NC,Burgers
24,25,18.0,NC,Burgers
25,26,14.0,NC,Burgers
26,27,12.0,NC,Burgers
27,28,9.0,NC,Burgers
28,29,16.0,NC,Burgers
29,30,15.0,NC,Burgers
30,31,14.0,NC,Burgers
31,32,13.0,NC,Burgers
32,33,15.0,NC,Burgers
33,34,11.0,NC,Burgers
34,35,16.0,NC,Burgers
35,36,14.0,NC,Burgers
36,37,16.0,NC,Burgers
37,38,15.0,NC,Burgers
38,39,15.0,NC,Burgers
39,40,10.0,NC,Burgers
40,41,9.0,NC,Burgers
41,42,11.0,NC,Burgers
42,43,17.0,NC,Burgers
43,44,22.0,NC,Burgers
44,45,15.0,NC,Burgers
45,46,6.0,NC,Burgers
46,47,16.0,NC,Burgers
47,48,12.0,NC,Burgers
48,49,11.0,NC,Burgers
49,50,11.0,NC,Burgers
50,51,10.0,NC,Burgers
51,52,11.0,NC,Burgers
0,1,3.0,NC,Indian
1,2,2.0,NC,Indian
2,3,8.0,NC,Indian
3,4,2.0,NC,Indian
4,5,5.0,NC,Indian
5,6,4.0,NC,Indian
6,7,2.0,NC,Indian
7,8,3.0,NC,Indian
8,9,5.0,NC,Indian
9,10,3.0,NC,Indian
10,11,2.0,NC,Indian
11,12,0.0,NC,Indian
12,13,6.0,NC,Indian
13,14,4.0,NC,Indian
14,15,3.0,NC,Indian
15,16,2.0,NC,Indian
16,17,5.0,NC,Indian
17,18,10.0,NC,Indian
18,19,3.0,NC,Indian
19,20,3.0,NC,Indian
20,21,6.0,NC,Indian
21,22,2.0,NC,Indian
22,23,9.0,NC,Indian
23,24,4.0,NC,Indian
24,25,5.0,NC,Indian
25,26,7.0,NC,Indian
26,27,1.0,NC,Indian
27,28,5.0,NC,Indian
28,29,6.0,NC,Indian
29,30,6.0,NC,Indian
30,31,5.0,NC,Indian
31,32,7.0,NC,Indian
32,33,8.0,NC,Indian
33,34,3.0,NC,Indian
34,35,4.0,NC,Indian
35,36,4.0,NC,Indian
36,37,6.0,NC,Indian
37,38,6.0,NC,Indian
38,39,2.0,NC,Indian
39,40,5.0,NC,Indian
40,41,9.0,NC,Indian
41,42,1.0,NC,Indian
42,43,8.0,NC,Indian
43,44,4.0,NC,Indian
44,45,5.0,NC,Indian
45,46,3.0,NC,Indian
46,47,6.0,NC,Indian
47,48,1.0,NC,Indian
48,49,6.0,NC,Indian
49,50,3.0,NC,Indian
50,51,7.0,NC,Indian
51,52,4.0,NC,Indian
0,1,5.0,NC,Italian
1,2,15.0,NC,Italian
2,3,14.0,NC,Italian
3,4,19.0,NC,Italian
4,5,12.0,NC,Italian
5,6,15.0,NC,Italian
6,7,19.0,NC,Italian
7,8,15.0,NC,Italian
8,9,18.0,NC,Italian
9,10,11.0,NC,Italian
10,11,9.0,NC,Italian
11,12,9.0,NC,Italian
12,13,18.0,NC,Italian
13,14,18.0,NC,Italian
14,15,9.0,NC,Italian
15,16,16.0,NC,Italian
16,17,12.0,NC,Italian
17,18,21.0,NC,Italian
18,19,15.0,NC,Italian
19,20,11.0,NC,Italian
20,21,16.0,NC,Italian
21,22,15.0,NC,Italian
22,23,17.0,NC,Italian
23,24,13.0,NC,Italian
24,25,21.0,NC,Italian
25,26,16.0,NC,Italian
26,27,12.0,NC,Italian
27,28,15.0,NC,Italian
28,29,18.0,NC,Italian
29,30,22.0,NC,Italian
30,31,17.0,NC,Italian
31,32,28.0,NC,Italian
32,33,16.0,NC,Italian
33,34,17.0,NC,Italian
34,35,14.0,NC,Italian
35,36,16.0,NC,Italian
36,37,22.0,NC,Italian
37,38,18.0,NC,Italian
38,39,12.0,NC,Italian
39,40,24.0,NC,Italian
40,41,24.0,NC,Italian
41,42,22.0,NC,Italian
42,43,25.0,NC,Italian
43,44,12.0,NC,Italian
44,45,17.0,NC,Italian
45,46,18.0,NC,Italian
46,47,19.0,NC,Italian
47,48,13.0,NC,Italian
48,49,20.0,NC,Italian
49,50,19.0,NC,Italian
50,51,24.0,NC,Italian
51,52,20.0,NC,Italian
0,1,22.0,NC,American (New)
