,num_revs,state,category
243,6,QC,Canadian (New)
244,4,QC,Canadian (New)
245,3,QC,Canadian (New)
246,4,QC,Canadian (New)
247,4,QC,Canadian (New)
248,4,QC,Canadian (New)
249,2,QC,Canadian (New)
250,4,QC,Canadian (New)
251,6,QC,Canadian (New)
252,4,QC,Canadian (New)
253,7,QC,Canadian (New)
254,1,QC,Canadian (New)
255,5,QC,Canadian (New)
256,4,QC,Canadian (New)
257,6,QC,Canadian (New)
258,4,QC,Canadian (New)
259,1,QC,Canadian (New)
260,5,QC,Canadian (New)
261,1,QC,Canadian (New)
262,6,QC,Canadian (New)
263,3,QC,Canadian (New)
264,2,QC,Canadian (New)
265,5,QC,Canadian (New)
266,2,QC,Canadian (New)
267,4,QC,Canadian (New)
268,6,QC,Canadian (New)
269,3,QC,Canadian (New)
270,1,QC,Canadian (New)
271,2,QC,Canadian (New)
272,5,QC,Canadian (New)
273,3,QC,Canadian (New)
274,2,QC,Canadian (New)
275,1,QC,Canadian (New)
276,2,QC,Canadian (New)
277,6,QC,Canadian (New)
278,4,QC,Canadian (New)
279,3,QC,Canadian (New)
280,3,QC,Canadian (New)
281,6,QC,Canadian (New)
282,1,QC,Canadian (New)
283,3,QC,Canadian (New)
284,2,QC,Canadian (New)
285,2,QC,Canadian (New)
286,5,QC,Canadian (New)
287,1,QC,Canadian (New)
288,4,QC,Canadian (New)
289,2,QC,Canadian (New)
290,4,QC,Canadian (New)
291,3,QC,Canadian (New)
292,14,QC,Canadian (New)
293,3,QC,Canadian (New)
294,9,QC,Canadian (New)
295,3,QC,Canadian (New)
296,3,QC,Canadian (New)
297,1,QC,Canadian (New)
298,3,QC,Canadian (New)
299,2,QC,Canadian (New)
300,4,QC,Canadian (New)
301,3,QC,Canadian (New)
302,1,QC,Canadian (New)
303,1,QC,Canadian (New)
304,1,QC,Canadian (New)
305,3,QC,Canadian (New)
306,2,QC,Canadian (New)
307,3,QC,Canadian (New)
308,3,QC,Canadian (New)
309,1,QC,Canadian (New)
310,2,QC,Canadian (New)
311,5,QC,Canadian (New)
312,2,QC,Canadian (New)
313,3,QC,Canadian (New)
314,6,QC,Canadian (New)
315,3,QC,Canadian (New)
316,2,QC,Canadian (New)
317,3,QC,Canadian (New)
318,6,QC,Canadian (New)
319,2,QC,Canadian (New)
320,6,QC,Canadian (New)
321,3,QC,Canadian (New)
322,2,QC,Canadian (New)
323,3,QC,Canadian (New)
324,2,QC,Canadian (New)
325,2,QC,Canadian (New)
326,5,QC,Canadian (New)
327,3,QC,Canadian (New)
328,3,QC,Canadian (New)
329,3,QC,Canadian (New)
330,2,QC,Canadian (New)
331,3,QC,Canadian (New)
332,3,QC,Canadian (New)
333,3,QC,Canadian (New)
334,4,QC,Canadian (New)
335,2,QC,Canadian (New)
336,3,QC,Canadian (New)
337,5,QC,Canadian (New)
338,3,QC,Canadian (New)
339,2,QC,Canadian (New)
340,2,QC,Canadian (New)
341,5,QC,Canadian (New)
342,1,QC,Canadian (New)
343,1,QC,Canadian (New)
344,2,QC,Canadian (New)
345,2,QC,Canadian (New)
346,1,QC,Canadian (New)
347,1,QC,Canadian (New)
348,5,QC,Canadian (New)
349,3,QC,Canadian (New)
350,4,QC,Canadian (New)
351,2,QC,Canadian (New)
352,1,QC,Canadian (New)
353,4,QC,Canadian (New)
354,3,QC,Canadian (New)
355,5,QC,Canadian (New)
356,1,QC,Canadian (New)
357,7,QC,Canadian (New)
358,1,QC,Canadian (New)
359,3,QC,Canadian (New)
360,7,QC,Canadian (New)
361,3,QC,Canadian (New)
362,1,QC,Canadian (New)
363,2,QC,Canadian (New)
364,1,QC,Canadian (New)
365,4,QC,Canadian (New)
366,1,QC,Canadian (New)
367,3,QC,Canadian (New)
368,2,QC,Canadian (New)
369,1,QC,Canadian (New)
370,1,QC,Canadian (New)
371,1,QC,Canadian (New)
372,1,QC,Canadian (New)
373,2,QC,Canadian (New)
374,4,QC,Canadian (New)
375,3,QC,Canadian (New)
376,4,QC,Canadian (New)
377,2,QC,Canadian (New)
378,1,QC,Canadian (New)
379,1,QC,Canadian (New)
380,1,QC,Canadian (New)
381,2,QC,Canadian (New)
382,1,QC,Canadian (New)
383,1,QC,Canadian (New)
384,1,QC,Canadian (New)
385,1,QC,Canadian (New)
386,3,QC,Canadian (New)
387,2,QC,Canadian (New)
388,1,QC,Canadian (New)
389,1,QC,Canadian (New)
390,3,QC,Canadian (New)
391,3,QC,Canadian (New)
392,2,QC,Canadian (New)
393,1,QC,Canadian (New)
394,3,QC,Canadian (New)
395,1,QC,Canadian (New)
396,4,QC,Canadian (New)
397,1,QC,Canadian (New)
398,1,QC,Canadian (New)
399,4,QC,Canadian (New)
400,2,QC,Canadian (New)
401,1,QC,Canadian (New)
402,3,QC,Canadian (New)
403,2,QC,Canadian (New)
404,2,QC,Canadian (New)
405,1,QC,Canadian (New)
406,2,QC,Canadian (New)
407,1,QC,Canadian (New)
408,1,QC,Canadian (New)
409,1,QC,Canadian (New)
410,4,QC,Canadian (New)
411,2,QC,Canadian (New)
412,1,QC,Canadian (New)
413,1,QC,Canadian (New)
414,1,QC,Canadian (New)
415,1,QC,Canadian (New)
416,2,QC,Canadian (New)
417,3,QC,Canadian (New)
418,2,QC,Canadian (New)
419,2,QC,Canadian (New)
420,2,QC,Canadian (New)
421,2,QC,Canadian (New)
422,1,QC,Canadian (New)
423,1,QC,Canadian (New)
424,1,QC,Canadian (New)
425,4,QC,Canadian (New)
426,1,QC,Canadian (New)
427,1,QC,Canadian (New)
428,1,QC,Canadian (New)
429,1,QC,Canadian (New)
430,1,QC,Canadian (New)
431,2,QC,Canadian (New)
432,4,QC,Canadian (New)
433,1,QC,Canadian (New)
434,1,QC,Canadian (New)
435,2,QC,Canadian (New)
436,1,QC,Canadian (New)
437,1,QC,Canadian (New)
438,1,QC,Canadian (New)
439,1,QC,Canadian (New)
440,1,QC,Canadian (New)
441,2,QC,Canadian (New)
442,1,QC,Canadian (New)
443,1,QC,Canadian (New)
444,1,QC,Canadian (New)
445,1,QC,Canadian (New)
446,1,QC,Canadian (New)
447,1,QC,Canadian (New)
448,1,QC,Canadian (New)
449,1,QC,Canadian (New)
450,2,QC,Canadian (New)
451,2,QC,Canadian (New)
452,1,QC,Canadian (New)
453,1,QC,Canadian (New)
454,1,QC,Canadian (New)
455,1,QC,Canadian (New)
456,1,QC,Canadian (New)
457,1,QC,Canadian (New)
458,1,QC,Canadian (New)
459,1,QC,Canadian (New)
460,2,QC,Fast Food
461,1,QC,Fast Food
462,1,QC,Fast Food
463,1,QC,Fast Food
464,2,QC,Fast Food
465,1,QC,Fast Food
466,2,QC,Fast Food
467,3,QC,Fast Food
468,1,QC,Fast Food
469,1,QC,Fast Food
470,1,QC,Fast Food
471,1,QC,Fast Food
472,2,QC,Fast Food
473,2,QC,Fast Food
474,3,QC,Fast Food
475,1,QC,Fast Food
476,2,QC,Fast Food
477,2,QC,Fast Food
478,1,QC,Fast Food
479,2,QC,Fast Food
480,2,QC,Fast Food
481,1,QC,Fast Food
482,1,QC,Fast Food
483,1,QC,Fast Food
484,1,QC,Fast Food
485,1,QC,Fast Food
486,2,QC,Fast Food
487,1,QC,Fast Food
488,2,QC,Fast Food
489,1,QC,Fast Food
490,1,QC,Fast Food
491,1,QC,Fast Food
492,1,QC,Fast Food
493,1,QC,Fast Food
494,1,QC,Fast Food
495,1,QC,Fast Food
496,2,QC,Fast Food
497,2,QC,Fast Food
498,1,QC,Fast Food
499,1,QC,Fast Food
500,1,QC,Fast Food
501,1,QC,Fast Food
502,1,QC,Fast Food
503,1,QC,Fast Food
504,1,QC,Fast Food
505,2,QC,Fast Food
506,1,QC,Fast Food
507,1,QC,Fast Food
508,1,QC,Fast Food
509,2,QC,Fast Food
510,1,QC,Fast Food
511,3,QC,Fast Food
512,1,QC,Fast Food
513,1,QC,Fast Food
514,2,QC,Fast Food
515,1,QC,Fast Food
516,1,QC,Fast Food
517,1,QC,Fast Food
518,1,QC,Fast Food
519,1,QC,Fast Food
520,3,QC,Fast Food
521,1,QC,Fast Food
522,2,QC,Fast Food
523,1,QC,Fast Food
524,1,QC,Fast Food
525,1,QC,Fast Food
526,1,QC,Fast Food
527,1,QC,Fast Food
528,1,QC,Fast Food
529,1,QC,Fast Food
530,1,QC,Fast Food
531,1,QC,Fast Food
532,1,QC,Fast Food
533,1,QC,Fast Food
534,1,QC,Fast Food
535,1,QC,Fast Food
536,1,QC,Fast Food
537,1,QC,Fast Food
538,2,QC,Fast Food
539,1,QC,Fast Food
540,1,QC,Fast Food
541,1,QC,Fast Food
542,1,QC,Fast Food
543,1,QC,Fast Food
544,1,QC,Fast Food
545,1,QC,Fast Food
546,1,QC,Fast Food
547,1,QC,Fast Food
548,1,QC,Fast Food
549,1,QC,Fast Food
550,1,QC,Fast Food
551,2,QC,Bakeries
552,2,QC,Bakeries
553,2,QC,Bakeries
554,1,QC,Bakeries
555,2,QC,Bakeries
556,4,QC,Bakeries
557,1,QC,Bakeries
558,1,QC,Bakeries
559,1,QC,Bakeries
560,2,QC,Bakeries
561,2,QC,Bakeries
562,1,QC,Bakeries
563,1,QC,Bakeries
564,2,QC,Bakeries
565,4,QC,Bakeries
566,3,QC,Bakeries
567,1,QC,Bakeries
568,2,QC,Bakeries
569,3,QC,Bakeries
570,1,QC,Bakeries
571,2,QC,Bakeries
572,1,QC,Bakeries
573,2,QC,Bakeries
574,1,QC,Bakeries
575,3,QC,Bakeries
576,1,QC,Bakeries
577,2,QC,Bakeries
578,2,QC,Bakeries
579,1,QC,Bakeries
580,1,QC,Bakeries
581,1,QC,Bakeries
582,1,QC,Bakeries
583,4,QC,Bakeries
584,1,QC,Bakeries
585,1,QC,Bakeries
586,2,QC,Bakeries
587,1,QC,Bakeries
588,1,QC,Bakeries
589,2,QC,Bakeries
590,2,QC,Bakeries
591,2,QC,Bakeries
592,1,QC,Bakeries
593,1,QC,Bakeries
594,1,QC,Bakeries
595,1,QC,Bakeries
596,1,QC,Bakeries
597,1,QC,Bakeries
598,1,QC,Bakeries
599,2,QC,Bakeries
600,1,QC,Bakeries
601,1,QC,Bakeries
602,1,QC,Bakeries
603,1,QC,Bakeries
604,1,QC,Bakeries
605,1,QC,Bakeries
606,1,QC,Bakeries
607,1,QC,Bakeries
608,1,QC,Bakeries
609,1,QC,Bakeries
610,1,QC,Bakeries
611,1,QC,Bakeries
612,2,QC,Bakeries
613,1,QC,Bakeries
614,2,QC,Bakeries
615,2,QC,Bakeries
616,1,QC,Bakeries
617,1,QC,Bakeries
618,1,QC,Bakeries
619,2,QC,Bakeries
620,1,QC,Bakeries
621,2,QC,Bakeries
622,1,QC,Bakeries
623,2,QC,Bakeries
624,1,QC,Bakeries
625,2,QC,Bakeries
626,1,QC,Bakeries
627,2,QC,Bakeries
628,1,QC,Bakeries
629,1,QC,Bakeries
630,1,QC,Bakeries
631,1,QC,Bakeries
632,1,QC,Bakeries
633,1,QC,Bakeries
634,1,QC,Bakeries
635,2,QC,Bakeries
636,1,QC,Bakeries
637,2,QC,Bakeries
638,1,QC,Bakeries
639,1,QC,Bakeries
640,2,QC,Bakeries
641,1,QC,Bakeries
642,1,QC,Bakeries
643,1,QC,Bakeries
644,1,QC,Bakeries
645,1,QC,Bakeries
646,1,QC,Bakeries
647,1,QC,Bakeries
648,1,QC,Bakeries
649,2,QC,Bakeries
650,2,QC,Bakeries
651,1,QC,Bakeries
652,1,QC,Bakeries
653,2,QC,Bakeries
654,1,QC,Bakeries
655,1,QC,Bakeries
656,1,QC,Bakeries
657,1,QC,Bakeries
658,1,QC,Bakeries
659,1,QC,Bakeries
660,1,QC,Bakeries
661,1,QC,Bakeries
662,1,QC,Bakeries
663,1,QC,Bakeries
664,1,QC,Bakeries
665,1,QC,Bakeries
666,1,QC,Bakeries
667,1,QC,Bakeries
668,1,QC,Bakeries
669,10,ON,Thai
670,7,ON,Thai
671,13,ON,Thai
672,7,ON,Thai
673,3,ON,Thai
674,5,ON,Thai
675,1,ON,Thai
676,7,ON,Thai
677,5,ON,Thai
678,9,ON,Thai
679,4,ON,Thai
680,1,ON,Thai
681,5,ON,Thai
682,5,ON,Thai
683,10,ON,Thai
684,4,ON,Thai
685,10,ON,Thai
686,8,ON,Thai
687,7,ON,Thai
688,7,ON,Thai
689,4,ON,Thai
690,2,ON,Thai
691,8,ON,Thai
692,4,ON,Thai
693,3,ON,Thai
694,5,ON,Thai
695,8,ON,Thai
696,7,ON,Thai
697,9,ON,Thai
698,11,ON,Thai
699,4,ON,Thai
700,7,ON,Thai
701,12,ON,Thai
702,10,ON,Thai
703,7,ON,Thai
704,8,ON,Thai
705,5,ON,Thai
706,4,ON,Thai
707,6,ON,Thai
708,12,ON,Thai
709,4,ON,Thai
710,5,ON,Thai
711,9,ON,Thai
712,10,ON,Thai
713,5,ON,Thai
714,6,ON,Thai
715,2,ON,Thai
716,7,ON,Thai
717,6,ON,Thai
718,6,ON,Thai
719,3,ON,Thai
720,3,ON,Thai
721,9,ON,Thai
722,12,ON,Thai
723,10,ON,Thai
724,8,ON,Thai
725,6,ON,Thai
726,7,ON,Thai
727,5,ON,Thai
728,3,ON,Thai
729,5,ON,Thai
730,4,ON,Thai
731,3,ON,Thai
732,2,ON,Thai
733,8,ON,Thai
734,3,ON,Thai
735,3,ON,Thai
736,7,ON,Thai
737,7,ON,Thai
738,6,ON,Thai
739,3,ON,Thai
740,4,ON,Thai
741,7,ON,Thai
742,8,ON,Thai
743,3,ON,Thai
744,7,ON,Thai
745,8,ON,Thai
746,4,ON,Thai
747,11,ON,Thai
748,6,ON,Thai
749,3,ON,Thai
750,1,ON,Thai
751,15,ON,Thai
752,7,ON,Thai
753,5,ON,Thai
754,4,ON,Thai
755,9,ON,Thai
756,9,ON,Thai
757,2,ON,Thai
758,2,ON,Thai
759,9,ON,Thai
760,11,ON,Thai
761,6,ON,Thai
762,9,ON,Thai
763,3,ON,Thai
764,16,ON,Thai
765,6,ON,Thai
766,4,ON,Thai
767,9,ON,Thai
768,6,ON,Thai
769,4,ON,Thai
770,1,ON,Thai
771,9,ON,Thai
772,9,ON,Thai
773,10,ON,Thai
774,7,ON,Thai
775,4,ON,Thai
776,13,ON,Thai
777,9,ON,Thai
778,11,ON,Thai
779,2,ON,Thai
780,2,ON,Thai
781,6,ON,Thai
782,2,ON,Thai
783,3,ON,Thai
784,9,ON,Thai
785,6,ON,Thai
786,9,ON,Thai
787,5,ON,Thai
788,8,ON,Thai
789,3,ON,Thai
790,2,ON,Thai
791,5,ON,Thai
792,8,ON,Thai
793,7,ON,Thai
794,6,ON,Thai
795,7,ON,Thai
796,2,ON,Thai
797,7,ON,Thai
798,8,ON,Thai
799,5,ON,Thai
800,10,ON,Thai
801,5,ON,Thai
802,8,ON,Thai
803,10,ON,Thai
804,10,ON,Thai
805,12,ON,Thai
806,7,ON,Thai
807,8,ON,Thai
808,4,ON,Thai
809,1,ON,Thai
810,7,ON,Thai
811,1,ON,Thai
812,5,ON,Thai
813,2,ON,Thai
814,4,ON,Thai
815,2,ON,Thai
816,10,ON,Thai
817,6,ON,Thai
818,2,ON,Thai
819,4,ON,Thai
820,5,ON,Thai
821,6,ON,Thai
822,2,ON,Thai
823,7,ON,Thai
824,6,ON,Thai
825,4,ON,Thai
826,9,ON,Thai
827,13,ON,Thai
828,3,ON,Thai
829,3,ON,Thai
830,8,ON,Thai
831,10,ON,Thai
832,8,ON,Thai
833,6,ON,Thai
834,9,ON,Thai
835,5,ON,Thai
836,5,ON,Thai
837,5,ON,Thai
838,4,ON,Thai
839,6,ON,Thai
840,3,ON,Thai
841,1,ON,Thai
842,4,ON,Thai
843,5,ON,Thai
844,1,ON,Thai
845,11,ON,Thai
846,5,ON,Thai
847,2,ON,Thai
848,13,ON,Thai
849,5,ON,Thai
850,4,ON,Thai
851,4,ON,Thai
852,11,ON,Thai
853,10,ON,Thai
854,1,ON,Thai
855,3,ON,Thai
856,2,ON,Thai
857,7,ON,Thai
858,7,ON,Thai
859,6,ON,Thai
860,7,ON,Thai
861,7,ON,Thai
862,3,ON,Thai
863,2,ON,Thai
864,2,ON,Thai
865,4,ON,Thai
866,8,ON,Thai
867,9,ON,Thai
868,7,ON,Thai
869,9,ON,Thai
870,6,ON,Thai
871,3,ON,Thai
872,11,ON,Thai
873,5,ON,Thai
874,1,ON,Thai
875,5,ON,Thai
876,2,ON,Thai
877,6,ON,Thai
878,11,ON,Thai
879,3,ON,Thai
880,6,ON,Thai
881,5,ON,Thai
882,3,ON,Thai
883,4,ON,Thai
884,5,ON,Thai
885,12,ON,Thai
886,4,ON,Thai
887,6,ON,Thai
888,5,ON,Thai
889,5,ON,Thai
890,7,ON,Thai
891,5,ON,Thai
892,7,ON,Thai
893,7,ON,Thai
894,4,ON,Thai
895,2,ON,Thai
896,4,ON,Thai
897,4,ON,Thai
898,4,ON,Thai
899,4,ON,Thai
900,6,ON,Thai
901,3,ON,Thai
902,10,ON,Thai
903,3,ON,Thai
904,3,ON,Thai
905,2,ON,Thai
906,4,ON,Thai
907,5,ON,Thai
908,3,ON,Thai
909,5,ON,Thai
910,1,ON,Thai
911,4,ON,Thai
912,6,ON,Thai
913,4,ON,Thai
914,6,ON,Thai
915,4,ON,Thai
916,7,ON,Thai
917,4,ON,Thai
918,1,ON,Thai
919,6,ON,Thai
920,2,ON,Thai
921,7,ON,Thai
922,5,ON,Thai
923,6,ON,Thai
924,9,ON,Thai
925,7,ON,Thai
926,1,ON,Thai
927,3,ON,Thai
928,5,ON,Thai
929,8,ON,Thai
930,9,ON,Thai
931,9,ON,Thai
932,2,ON,Thai
933,7,ON,Thai
934,7,ON,Thai
935,1,ON,Thai
936,3,ON,Thai
937,2,ON,Thai
938,3,ON,Thai
939,3,ON,Thai
940,7,ON,Thai
941,1,ON,Thai
942,6,ON,Thai
943,4,ON,Thai
944,2,ON,Thai
945,4,ON,Thai
946,7,ON,Thai
947,2,ON,Thai
948,2,ON,Thai
949,1,ON,Thai
950,2,ON,Thai
951,1,ON,Thai
952,3,ON,Thai
953,2,ON,Thai
954,3,ON,Thai
955,3,ON,Thai
956,1,ON,Thai
957,3,ON,Thai
958,1,ON,Thai
959,2,ON,Thai
960,3,ON,Thai
961,2,ON,Thai
962,1,ON,Thai
963,1,ON,Thai
964,4,ON,Thai
965,5,ON,Thai
966,2,ON,Thai
967,3,ON,Thai
968,4,ON,Thai
969,3,ON,Thai
970,6,ON,Thai
971,2,ON,Thai
972,2,ON,Thai
973,1,ON,Thai
974,1,ON,Thai
975,1,ON,Thai
976,1,ON,Thai
977,2,ON,Thai
978,2,ON,Thai
979,3,ON,Thai
980,2,ON,Thai
981,2,ON,Thai
982,2,ON,Thai
983,1,ON,Thai
984,2,ON,Thai
985,1,ON,Thai
986,1,ON,Thai
987,1,ON,Thai
988,2,ON,Thai
989,1,ON,Thai
990,2,ON,Thai
991,1,ON,Thai
992,1,ON,Thai
993,1,ON,Thai
994,2,ON,Thai
995,1,ON,Thai
996,1,ON,Thai
997,1,ON,Thai
998,1,ON,Thai
999,1,ON,Thai
1000,1,ON,Thai
1001,1,ON,Thai
1002,5,ON,Fast Food
1003,4,ON,Fast Food
1004,6,ON,Fast Food
1005,1,ON,Fast Food
1006,3,ON,Fast Food
1007,2,ON,Fast Food
1008,4,ON,Fast Food
1009,4,ON,Fast Food
1010,4,ON,Fast Food
1011,5,ON,Fast Food
1012,3,ON,Fast Food
1013,5,ON,Fast Food
1014,2,ON,Fast Food
1015,3,ON,Fast Food
1016,4,ON,Fast Food
1017,5,ON,Fast Food
1018,3,ON,Fast Food
1019,2,ON,Fast Food
1020,1,ON,Fast Food
1021,4,ON,Fast Food
1022,1,ON,Fast Food
1023,7,ON,Fast Food
1024,5,ON,Fast Food
1025,4,ON,Fast Food
1026,2,ON,Fast Food
1027,4,ON,Fast Food
1028,4,ON,Fast Food
1029,1,ON,Fast Food
1030,4,ON,Fast Food
1031,1,ON,Fast Food
1032,5,ON,Fast Food
1033,2,ON,Fast Food
1034,3,ON,Fast Food
1035,6,ON,Fast Food
1036,4,ON,Fast Food
1037,3,ON,Fast Food
1038,2,ON,Fast Food
1039,3,ON,Fast Food
1040,3,ON,Fast Food
1041,3,ON,Fast Food
1042,6,ON,Fast Food
1043,2,ON,Fast Food
1044,1,ON,Fast Food
1045,4,ON,Fast Food
1046,4,ON,Fast Food
1047,3,ON,Fast Food
1048,3,ON,Fast Food
1049,3,ON,Fast Food
1050,4,ON,Fast Food
1051,1,ON,Fast Food
1052,1,ON,Fast Food
1053,3,ON,Fast Food
1054,2,ON,Fast Food
1055,5,ON,Fast Food
1056,1,ON,Fast Food
1057,5,ON,Fast Food
1058,3,ON,Fast Food
1059,3,ON,Fast Food
1060,3,ON,Fast Food
1061,1,ON,Fast Food
1062,2,ON,Fast Food
1063,2,ON,Fast Food
1064,3,ON,Fast Food
1065,2,ON,Fast Food
1066,6,ON,Fast Food
1067,1,ON,Fast Food
1068,3,ON,Fast Food
1069,1,ON,Fast Food
1070,4,ON,Fast Food
1071,1,ON,Fast Food
1072,3,ON,Fast Food
1073,3,ON,Fast Food
1074,6,ON,Fast Food
1075,3,ON,Fast Food
1076,7,ON,Fast Food
1077,2,ON,Fast Food
1078,3,ON,Fast Food
1079,4,ON,Fast Food
1080,2,ON,Fast Food
1081,1,ON,Fast Food
1082,1,ON,Fast Food
1083,4,ON,Fast Food
1084,4,ON,Fast Food
1085,7,ON,Fast Food
1086,5,ON,Fast Food
1087,6,ON,Fast Food
1088,1,ON,Fast Food
1089,3,ON,Fast Food
1090,6,ON,Fast Food
1091,1,ON,Fast Food
1092,7,ON,Fast Food
1093,4,ON,Fast Food
1094,2,ON,Fast Food
1095,8,ON,Fast Food
1096,6,ON,Fast Food
1097,1,ON,Fast Food
1098,2,ON,Fast Food
1099,3,ON,Fast Food
1100,6,ON,Fast Food
1101,3,ON,Fast Food
1102,9,ON,Fast Food
