,num_revs,state,category
110,2,QC,Diners
111,3,QC,Diners
112,1,QC,Diners
113,1,QC,Diners
114,2,QC,Diners
115,2,QC,Diners
116,1,QC,Diners
117,1,QC,Diners
118,3,QC,Diners
119,1,QC,Diners
120,2,QC,Diners
121,3,QC,Diners
122,1,QC,Diners
123,1,QC,Diners
124,3,QC,Diners
125,2,QC,Diners
126,2,QC,Diners
127,1,QC,Diners
128,3,QC,Diners
129,3,QC,Diners
130,2,QC,Diners
131,1,QC,Diners
132,1,QC,Diners
133,1,QC,Diners
134,1,QC,Diners
135,1,QC,Diners
136,1,QC,Diners
137,1,QC,Diners
138,1,QC,Diners
139,2,QC,Diners
140,1,QC,Diners
141,1,QC,Diners
142,1,QC,Diners
143,2,QC,Diners
144,1,QC,Diners
145,1,QC,Diners
146,1,QC,Diners
147,1,QC,Diners
148,3,QC,Diners
149,1,QC,Diners
150,2,QC,Diners
151,1,QC,Diners
152,1,QC,Diners
153,1,QC,Diners
154,1,QC,Diners
155,1,QC,Diners
156,1,QC,Diners
157,2,QC,Diners
158,1,QC,Diners
159,1,QC,Diners
160,1,QC,Diners
161,2,QC,Diners
162,2,QC,Diners
163,2,QC,Diners
164,1,QC,Diners
165,2,QC,Diners
166,1,QC,Diners
167,2,QC,Diners
168,1,QC,Diners
169,1,QC,Diners
170,1,QC,Diners
171,1,QC,Diners
172,1,QC,Diners
173,1,QC,Diners
174,1,QC,Diners
175,1,QC,Diners
176,1,QC,Diners
177,1,QC,Diners
178,1,QC,Diners
179,1,QC,Diners
180,1,QC,Diners
181,1,QC,Diners
182,1,QC,Diners
183,1,QC,Diners
184,1,QC,Diners
185,1,QC,Diners
186,1,QC,Diners
187,1,QC,Diners
188,1,QC,Diners
189,1,QC,Diners
190,1,QC,Diners
191,1,QC,Diners
192,2,QC,Diners
193,1,QC,Diners
194,1,QC,Diners
195,1,QC,Diners
196,5,QC,Canadian (New)
197,11,QC,Canadian (New)
198,3,QC,Canadian (New)
199,2,QC,Canadian (New)
200,2,QC,Canadian (New)
201,1,QC,Canadian (New)
202,5,QC,Canadian (New)
203,8,QC,Canadian (New)
204,5,QC,Canadian (New)
205,2,QC,Canadian (New)
206,2,QC,Canadian (New)
207,1,QC,Canadian (New)
208,7,QC,Canadian (New)
209,3,QC,Canadian (New)
210,3,QC,Canadian (New)
211,3,QC,Canadian (New)
212,5,QC,Canadian (New)
213,3,QC,Canadian (New)
214,2,QC,Canadian (New)
215,8,QC,Canadian (New)
216,2,QC,Canadian (New)
217,1,QC,Canadian (New)
218,3,QC,Canadian (New)
219,1,QC,Canadian (New)
220,3,QC,Canadian (New)
221,4,QC,Canadian (New)
222,4,QC,Canadian (New)
223,6,QC,Canadian (New)
224,1,QC,Canadian (New)
225,3,QC,Canadian (New)
226,1,QC,Canadian (New)
227,7,QC,Canadian (New)
228,2,QC,Canadian (New)
229,4,QC,Canadian (New)
230,3,QC,Canadian (New)
231,6,QC,Canadian (New)
232,7,QC,Canadian (New)
233,2,QC,Canadian (New)
234,3,QC,Canadian (New)
235,4,QC,Canadian (New)
236,4,QC,Canadian (New)
237,2,QC,Canadian (New)
238,5,QC,Canadian (New)
239,4,QC,Canadian (New)
240,6,QC,Canadian (New)
241,7,QC,Canadian (New)
242,2,QC,Canadian (New)
243,4,QC,Canadian (New)
244,12,QC,Canadian (New)
245,2,QC,Canadian (New)
246,5,QC,Canadian (New)
247,3,QC,Canadian (New)
248,6,QC,Canadian (New)
249,3,QC,Canadian (New)
250,6,QC,Canadian (New)
251,2,QC,Canadian (New)
252,4,QC,Canadian (New)
253,2,QC,Canadian (New)
254,4,QC,Canadian (New)
255,4,QC,Canadian (New)
256,3,QC,Canadian (New)
257,1,QC,Canadian (New)
258,4,QC,Canadian (New)
259,7,QC,Canadian (New)
260,4,QC,Canadian (New)
261,1,QC,Canadian (New)
262,4,QC,Canadian (New)
263,2,QC,Canadian (New)
264,5,QC,Canadian (New)
265,1,QC,Canadian (New)
266,1,QC,Canadian (New)
267,2,QC,Canadian (New)
268,3,QC,Canadian (New)
269,1,QC,Canadian (New)
270,5,QC,Canadian (New)
271,2,QC,Canadian (New)
272,4,QC,Canadian (New)
273,9,QC,Canadian (New)
274,1,QC,Canadian (New)
275,3,QC,Canadian (New)
276,5,QC,Canadian (New)
277,3,QC,Canadian (New)
278,4,QC,Canadian (New)
279,6,QC,Canadian (New)
280,3,QC,Canadian (New)
281,8,QC,Canadian (New)
282,3,QC,Canadian (New)
283,3,QC,Canadian (New)
284,5,QC,Canadian (New)
285,2,QC,Canadian (New)
286,2,QC,Canadian (New)
287,5,QC,Canadian (New)
288,3,QC,Canadian (New)
289,2,QC,Canadian (New)
290,2,QC,Canadian (New)
291,2,QC,Canadian (New)
292,1,QC,Canadian (New)
293,2,QC,Canadian (New)
294,2,QC,Canadian (New)
295,1,QC,Canadian (New)
296,6,QC,Canadian (New)
297,4,QC,Canadian (New)
298,4,QC,Canadian (New)
299,3,QC,Canadian (New)
300,4,QC,Canadian (New)
301,1,QC,Canadian (New)
302,5,QC,Canadian (New)
303,3,QC,Canadian (New)
304,5,QC,Canadian (New)
305,5,QC,Canadian (New)
306,1,QC,Canadian (New)
307,2,QC,Canadian (New)
308,1,QC,Canadian (New)
309,7,QC,Canadian (New)
310,6,QC,Canadian (New)
311,3,QC,Canadian (New)
312,2,QC,Canadian (New)
313,3,QC,Canadian (New)
314,5,QC,Canadian (New)
315,2,QC,Canadian (New)
316,3,QC,Canadian (New)
317,7,QC,Canadian (New)
318,3,QC,Canadian (New)
319,3,QC,Canadian (New)
320,1,QC,Canadian (New)
321,4,QC,Canadian (New)
322,3,QC,Canadian (New)
323,1,QC,Canadian (New)
324,4,QC,Canadian (New)
325,2,QC,Canadian (New)
326,1,QC,Canadian (New)
327,4,QC,Canadian (New)
328,4,QC,Canadian (New)
329,3,QC,Canadian (New)
330,3,QC,Canadian (New)
331,1,QC,Canadian (New)
332,2,QC,Canadian (New)
333,2,QC,Canadian (New)
334,1,QC,Canadian (New)
335,3,QC,Canadian (New)
336,4,QC,Canadian (New)
337,1,QC,Canadian (New)
338,3,QC,Canadian (New)
339,3,QC,Canadian (New)
340,3,QC,Canadian (New)
341,1,QC,Canadian (New)
342,1,QC,Canadian (New)
343,2,QC,Canadian (New)
344,3,QC,Canadian (New)
345,3,QC,Canadian (New)
346,3,QC,Canadian (New)
347,1,QC,Canadian (New)
348,2,QC,Canadian (New)
349,1,QC,Canadian (New)
350,2,QC,Canadian (New)
351,1,QC,Canadian (New)
352,2,QC,Canadian (New)
353,1,QC,Canadian (New)
354,1,QC,Canadian (New)
355,3,QC,Canadian (New)
356,3,QC,Canadian (New)
357,2,QC,Canadian (New)
358,2,QC,Canadian (New)
359,4,QC,Canadian (New)
360,2,QC,Canadian (New)
361,3,QC,Canadian (New)
362,2,QC,Canadian (New)
363,3,QC,Canadian (New)
364,2,QC,Canadian (New)
365,4,QC,Canadian (New)
366,5,QC,Canadian (New)
367,2,QC,Canadian (New)
368,1,QC,Canadian (New)
369,2,QC,Canadian (New)
370,1,QC,Canadian (New)
371,3,QC,Canadian (New)
372,2,QC,Canadian (New)
373,4,QC,Canadian (New)
374,5,QC,Canadian (New)
375,4,QC,Canadian (New)
376,2,QC,Canadian (New)
377,1,QC,Canadian (New)
378,1,QC,Canadian (New)
379,5,QC,Canadian (New)
380,3,QC,Canadian (New)
381,1,QC,Canadian (New)
382,2,QC,Canadian (New)
383,3,QC,Canadian (New)
384,1,QC,Canadian (New)
385,1,QC,Canadian (New)
386,1,QC,Canadian (New)
387,1,QC,Canadian (New)
388,2,QC,Canadian (New)
389,1,QC,Canadian (New)
390,3,QC,Canadian (New)
391,1,QC,Canadian (New)
392,1,QC,Canadian (New)
393,1,QC,Canadian (New)
394,5,QC,Canadian (New)
395,1,QC,Canadian (New)
396,3,QC,Canadian (New)
397,1,QC,Canadian (New)
398,3,QC,Canadian (New)
399,1,QC,Canadian (New)
400,2,QC,Canadian (New)
401,1,QC,Canadian (New)
402,1,QC,Canadian (New)
403,1,QC,Canadian (New)
404,1,QC,Canadian (New)
405,1,QC,Canadian (New)
406,1,QC,Canadian (New)
407,3,QC,Canadian (New)
408,3,QC,Canadian (New)
409,2,QC,Canadian (New)
410,3,QC,Canadian (New)
411,1,QC,Canadian (New)
412,2,QC,Canadian (New)
413,1,QC,Canadian (New)
414,4,QC,Canadian (New)
415,1,QC,Canadian (New)
416,7,QC,Canadian (New)
417,3,QC,Canadian (New)
418,5,QC,Canadian (New)
419,5,QC,Canadian (New)
420,2,QC,Canadian (New)
421,3,QC,Canadian (New)
422,1,QC,Canadian (New)
423,1,QC,Canadian (New)
424,1,QC,Canadian (New)
425,2,QC,Canadian (New)
426,1,QC,Canadian (New)
427,3,QC,Canadian (New)
428,2,QC,Canadian (New)
429,1,QC,Canadian (New)
430,2,QC,Canadian (New)
431,2,QC,Canadian (New)
432,1,QC,Canadian (New)
433,1,QC,Canadian (New)
434,2,QC,Canadian (New)
435,2,QC,Canadian (New)
436,1,QC,Canadian (New)
437,1,QC,Canadian (New)
438,3,QC,Canadian (New)
439,1,QC,Canadian (New)
440,1,QC,Canadian (New)
441,1,QC,Canadian (New)
442,2,QC,Canadian (New)
443,1,QC,Canadian (New)
444,1,QC,Canadian (New)
445,1,QC,Canadian (New)
446,1,QC,Canadian (New)
447,1,QC,Canadian (New)
448,1,QC,Canadian (New)
449,1,QC,Canadian (New)
450,1,QC,Canadian (New)
451,2,QC,Canadian (New)
452,1,QC,Canadian (New)
453,1,QC,Canadian (New)
454,1,QC,Canadian (New)
455,1,QC,Canadian (New)
456,1,QC,Canadian (New)
457,1,QC,Canadian (New)
458,1,QC,Canadian (New)
459,1,QC,Canadian (New)
460,1,QC,Canadian (New)
461,1,QC,Canadian (New)
462,1,QC,Canadian (New)
463,2,QC,Fast Food
464,1,QC,Fast Food
465,1,QC,Fast Food
466,1,QC,Fast Food
467,3,QC,Fast Food
468,2,QC,Fast Food
469,2,QC,Fast Food
470,1,QC,Fast Food
471,1,QC,Fast Food
472,2,QC,Fast Food
473,1,QC,Fast Food
474,1,QC,Fast Food
475,2,QC,Fast Food
476,3,QC,Fast Food
477,1,QC,Fast Food
478,1,QC,Fast Food
479,2,QC,Fast Food
480,1,QC,Fast Food
481,1,QC,Fast Food
482,2,QC,Fast Food
483,1,QC,Fast Food
484,3,QC,Fast Food
485,2,QC,Fast Food
486,2,QC,Fast Food
487,1,QC,Fast Food
488,3,QC,Fast Food
489,1,QC,Fast Food
490,1,QC,Fast Food
491,1,QC,Fast Food
492,2,QC,Fast Food
493,1,QC,Fast Food
494,1,QC,Fast Food
495,2,QC,Fast Food
496,2,QC,Fast Food
497,1,QC,Fast Food
498,1,QC,Fast Food
499,1,QC,Fast Food
500,1,QC,Fast Food
501,1,QC,Fast Food
502,1,QC,Fast Food
503,1,QC,Fast Food
504,1,QC,Fast Food
505,1,QC,Fast Food
506,1,QC,Fast Food
507,1,QC,Fast Food
508,1,QC,Fast Food
509,1,QC,Fast Food
510,1,QC,Fast Food
511,1,QC,Fast Food
512,1,QC,Fast Food
513,1,QC,Fast Food
514,1,QC,Fast Food
515,1,QC,Fast Food
516,2,QC,Fast Food
517,1,QC,Fast Food
518,1,QC,Fast Food
519,1,QC,Fast Food
520,2,QC,Fast Food
521,1,QC,Fast Food
522,1,QC,Fast Food
523,1,QC,Fast Food
524,1,QC,Fast Food
525,1,QC,Fast Food
526,1,QC,Fast Food
527,2,QC,Fast Food
528,2,QC,Fast Food
529,1,QC,Fast Food
530,1,QC,Fast Food
531,1,QC,Fast Food
532,1,QC,Fast Food
533,2,QC,Fast Food
534,1,QC,Fast Food
535,1,QC,Fast Food
536,1,QC,Fast Food
537,2,QC,Fast Food
538,1,QC,Fast Food
539,1,QC,Fast Food
540,1,QC,Fast Food
541,1,QC,Fast Food
542,1,QC,Fast Food
543,1,QC,Fast Food
544,1,QC,Fast Food
545,1,QC,Fast Food
546,1,QC,Fast Food
547,1,QC,Fast Food
548,1,QC,Fast Food
549,1,QC,Fast Food
550,1,QC,Fast Food
551,1,QC,Fast Food
552,1,QC,Fast Food
553,1,QC,Fast Food
554,1,QC,Fast Food
555,1,QC,Fast Food
556,1,QC,Fast Food
557,1,QC,Fast Food
558,1,QC,Fast Food
559,1,QC,Fast Food
560,3,QC,Bakeries
561,3,QC,Bakeries
562,3,QC,Bakeries
563,2,QC,Bakeries
564,1,QC,Bakeries
565,3,QC,Bakeries
566,3,QC,Bakeries
567,1,QC,Bakeries
568,3,QC,Bakeries
569,1,QC,Bakeries
570,1,QC,Bakeries
571,1,QC,Bakeries
572,3,QC,Bakeries
573,1,QC,Bakeries
574,2,QC,Bakeries
575,1,QC,Bakeries
576,2,QC,Bakeries
577,4,QC,Bakeries
578,1,QC,Bakeries
579,1,QC,Bakeries
580,2,QC,Bakeries
581,2,QC,Bakeries
582,1,QC,Bakeries
583,3,QC,Bakeries
584,2,QC,Bakeries
585,1,QC,Bakeries
586,2,QC,Bakeries
587,3,QC,Bakeries
588,1,QC,Bakeries
589,2,QC,Bakeries
590,2,QC,Bakeries
591,1,QC,Bakeries
592,2,QC,Bakeries
593,3,QC,Bakeries
594,2,QC,Bakeries
595,1,QC,Bakeries
596,1,QC,Bakeries
597,2,QC,Bakeries
598,1,QC,Bakeries
599,1,QC,Bakeries
600,1,QC,Bakeries
601,3,QC,Bakeries
602,1,QC,Bakeries
603,2,QC,Bakeries
604,1,QC,Bakeries
605,2,QC,Bakeries
606,1,QC,Bakeries
607,1,QC,Bakeries
608,1,QC,Bakeries
609,1,QC,Bakeries
610,1,QC,Bakeries
611,3,QC,Bakeries
612,2,QC,Bakeries
613,2,QC,Bakeries
614,1,QC,Bakeries
615,2,QC,Bakeries
616,1,QC,Bakeries
617,1,QC,Bakeries
618,1,QC,Bakeries
619,1,QC,Bakeries
620,2,QC,Bakeries
621,1,QC,Bakeries
622,2,QC,Bakeries
623,2,QC,Bakeries
624,1,QC,Bakeries
625,1,QC,Bakeries
626,1,QC,Bakeries
627,1,QC,Bakeries
628,1,QC,Bakeries
629,2,QC,Bakeries
630,2,QC,Bakeries
631,1,QC,Bakeries
632,1,QC,Bakeries
633,2,QC,Bakeries
634,1,QC,Bakeries
635,1,QC,Bakeries
636,1,QC,Bakeries
637,2,QC,Bakeries
638,1,QC,Bakeries
639,1,QC,Bakeries
640,1,QC,Bakeries
641,1,QC,Bakeries
642,1,QC,Bakeries
643,1,QC,Bakeries
644,1,QC,Bakeries
645,2,QC,Bakeries
646,1,QC,Bakeries
647,1,QC,Bakeries
648,1,QC,Bakeries
649,1,QC,Bakeries
650,1,QC,Bakeries
651,1,QC,Bakeries
652,1,QC,Bakeries
653,1,QC,Bakeries
654,1,QC,Bakeries
655,1,QC,Bakeries
656,1,QC,Bakeries
657,1,QC,Bakeries
658,1,QC,Bakeries
659,1,QC,Bakeries
660,2,QC,Bakeries
661,1,QC,Bakeries
662,1,QC,Bakeries
663,1,QC,Bakeries
664,1,QC,Bakeries
665,1,QC,Bakeries
666,1,QC,Bakeries
667,1,QC,Bakeries
668,1,QC,Bakeries
669,1,QC,Bakeries
670,1,QC,Bakeries
671,1,QC,Bakeries
672,1,QC,Bakeries
673,1,QC,Bakeries
674,4,ON,Thai
675,4,ON,Thai
676,3,ON,Thai
677,5,ON,Thai
678,7,ON,Thai
679,10,ON,Thai
680,6,ON,Thai
681,2,ON,Thai
682,9,ON,Thai
683,10,ON,Thai
684,4,ON,Thai
685,6,ON,Thai
686,2,ON,Thai
687,7,ON,Thai
688,8,ON,Thai
689,11,ON,Thai
690,1,ON,Thai
691,2,ON,Thai
692,3,ON,Thai
693,7,ON,Thai
694,4,ON,Thai
695,10,ON,Thai
696,6,ON,Thai
697,2,ON,Thai
698,8,ON,Thai
699,6,ON,Thai
700,7,ON,Thai
701,11,ON,Thai
702,6,ON,Thai
703,8,ON,Thai
704,10,ON,Thai
705,8,ON,Thai
706,2,ON,Thai
707,4,ON,Thai
708,6,ON,Thai
709,3,ON,Thai
710,7,ON,Thai
711,3,ON,Thai
712,3,ON,Thai
713,9,ON,Thai
714,7,ON,Thai
715,6,ON,Thai
716,4,ON,Thai
717,7,ON,Thai
718,6,ON,Thai
719,9,ON,Thai
720,8,ON,Thai
721,3,ON,Thai
722,2,ON,Thai
723,9,ON,Thai
724,2,ON,Thai
725,2,ON,Thai
726,1,ON,Thai
727,16,ON,Thai
728,11,ON,Thai
729,5,ON,Thai
730,1,ON,Thai
731,3,ON,Thai
732,6,ON,Thai
733,14,ON,Thai
734,3,ON,Thai
735,6,ON,Thai
736,3,ON,Thai
737,5,ON,Thai
738,7,ON,Thai
739,8,ON,Thai
740,5,ON,Thai
741,11,ON,Thai
742,13,ON,Thai
743,6,ON,Thai
744,6,ON,Thai
745,8,ON,Thai
746,5,ON,Thai
747,15,ON,Thai
748,10,ON,Thai
749,6,ON,Thai
750,2,ON,Thai
751,4,ON,Thai
752,3,ON,Thai
753,10,ON,Thai
754,11,ON,Thai
755,8,ON,Thai
756,3,ON,Thai
757,8,ON,Thai
758,6,ON,Thai
759,12,ON,Thai
760,4,ON,Thai
761,8,ON,Thai
762,7,ON,Thai
763,9,ON,Thai
764,12,ON,Thai
765,7,ON,Thai
766,3,ON,Thai
767,13,ON,Thai
768,9,ON,Thai
769,4,ON,Thai
770,6,ON,Thai
771,4,ON,Thai
772,4,ON,Thai
773,7,ON,Thai
774,5,ON,Thai
775,9,ON,Thai
776,6,ON,Thai
777,12,ON,Thai
778,2,ON,Thai
779,2,ON,Thai
780,7,ON,Thai
781,6,ON,Thai
782,5,ON,Thai
783,4,ON,Thai
784,2,ON,Thai
785,5,ON,Thai
786,8,ON,Thai
787,5,ON,Thai
788,6,ON,Thai
789,4,ON,Thai
790,8,ON,Thai
791,6,ON,Thai
792,6,ON,Thai
793,3,ON,Thai
794,5,ON,Thai
795,4,ON,Thai
796,4,ON,Thai
797,5,ON,Thai
798,6,ON,Thai
799,7,ON,Thai
800,7,ON,Thai
801,6,ON,Thai
802,7,ON,Thai
803,7,ON,Thai
804,7,ON,Thai
805,9,ON,Thai
806,3,ON,Thai
807,8,ON,Thai
808,7,ON,Thai
809,5,ON,Thai
810,4,ON,Thai
811,6,ON,Thai
812,7,ON,Thai
813,10,ON,Thai
814,7,ON,Thai
815,6,ON,Thai
816,6,ON,Thai
817,5,ON,Thai
818,2,ON,Thai
819,2,ON,Thai
820,10,ON,Thai
821,8,ON,Thai
822,8,ON,Thai
823,6,ON,Thai
824,4,ON,Thai
825,5,ON,Thai
826,2,ON,Thai
827,2,ON,Thai
828,3,ON,Thai
829,4,ON,Thai
830,3,ON,Thai
831,10,ON,Thai
832,3,ON,Thai
833,4,ON,Thai
834,1,ON,Thai
835,5,ON,Thai
836,5,ON,Thai
837,6,ON,Thai
838,6,ON,Thai
839,7,ON,Thai
840,4,ON,Thai
841,5,ON,Thai
842,8,ON,Thai
843,4,ON,Thai
844,4,ON,Thai
845,3,ON,Thai
846,3,ON,Thai
847,5,ON,Thai
848,7,ON,Thai
849,5,ON,Thai
850,6,ON,Thai
851,4,ON,Thai
852,3,ON,Thai
853,8,ON,Thai
854,1,ON,Thai
855,8,ON,Thai
856,4,ON,Thai
857,8,ON,Thai
858,7,ON,Thai
859,5,ON,Thai
860,7,ON,Thai
861,8,ON,Thai
862,1,ON,Thai
863,10,ON,Thai
864,10,ON,Thai
865,3,ON,Thai
866,9,ON,Thai
867,2,ON,Thai
868,5,ON,Thai
869,8,ON,Thai
870,2,ON,Thai
871,6,ON,Thai
872,6,ON,Thai
873,3,ON,Thai
874,5,ON,Thai
875,2,ON,Thai
876,2,ON,Thai
877,12,ON,Thai
878,8,ON,Thai
879,5,ON,Thai
880,8,ON,Thai
881,5,ON,Thai
882,5,ON,Thai
883,9,ON,Thai
884,6,ON,Thai
885,2,ON,Thai
886,2,ON,Thai
887,4,ON,Thai
888,3,ON,Thai
889,6,ON,Thai
890,3,ON,Thai
891,3,ON,Thai
892,11,ON,Thai
893,4,ON,Thai
894,3,ON,Thai
895,4,ON,Thai
896,1,ON,Thai
897,10,ON,Thai
898,6,ON,Thai
899,1,ON,Thai
900,4,ON,Thai
901,5,ON,Thai
902,3,ON,Thai
903,3,ON,Thai
904,6,ON,Thai
905,10,ON,Thai
906,5,ON,Thai
907,13,ON,Thai
908,4,ON,Thai
909,3,ON,Thai
910,4,ON,Thai
911,8,ON,Thai
912,3,ON,Thai
913,10,ON,Thai
914,3,ON,Thai
915,1,ON,Thai
916,3,ON,Thai
917,5,ON,Thai
918,7,ON,Thai
919,3,ON,Thai
920,5,ON,Thai
921,3,ON,Thai
922,5,ON,Thai
923,8,ON,Thai
924,13,ON,Thai
925,16,ON,Thai
926,5,ON,Thai
927,4,ON,Thai
928,1,ON,Thai
929,10,ON,Thai
930,3,ON,Thai
931,6,ON,Thai
932,2,ON,Thai
933,3,ON,Thai
934,5,ON,Thai
935,3,ON,Thai
936,2,ON,Thai
937,2,ON,Thai
938,11,ON,Thai
939,3,ON,Thai
940,1,ON,Thai
941,3,ON,Thai
942,1,ON,Thai
943,3,ON,Thai
944,4,ON,Thai
945,4,ON,Thai
946,8,ON,Thai
947,6,ON,Thai
948,2,ON,Thai
949,4,ON,Thai
950,3,ON,Thai
951,4,ON,Thai
952,3,ON,Thai
953,3,ON,Thai
954,1,ON,Thai
955,1,ON,Thai
956,6,ON,Thai
957,1,ON,Thai
958,2,ON,Thai
959,3,ON,Thai
960,5,ON,Thai
961,3,ON,Thai
962,4,ON,Thai
963,2,ON,Thai
964,1,ON,Thai
965,2,ON,Thai
966,6,ON,Thai
967,2,ON,Thai
968,2,ON,Thai
969,1,ON,Thai
970,1,ON,Thai
971,1,ON,Thai
972,8,ON,Thai
973,2,ON,Thai
974,1,ON,Thai
975,3,ON,Thai
976,3,ON,Thai
977,3,ON,Thai
978,3,ON,Thai
979,2,ON,Thai
980,3,ON,Thai
981,1,ON,Thai
982,2,ON,Thai
983,3,ON,Thai
984,1,ON,Thai
985,1,ON,Thai
986,1,ON,Thai
987,2,ON,Thai
988,1,ON,Thai
989,1,ON,Thai
990,2,ON,Thai
991,1,ON,Thai
992,2,ON,Thai
993,1,ON,Thai
994,2,ON,Thai
995,3,ON,Thai
996,3,ON,Thai
997,2,ON,Thai
998,1,ON,Thai
999,1,ON,Thai
1000,1,ON,Thai
1001,1,ON,Thai
1002,1,ON,Thai
1003,1,ON,Thai
1004,2,ON,Thai
1005,1,ON,Thai
1006,1,ON,Thai
1007,3,ON,Fast Food
1008,4,ON,Fast Food
1009,5,ON,Fast Food
1010,4,ON,Fast Food
1011,3,ON,Fast Food
1012,3,ON,Fast Food
1013,7,ON,Fast Food
1014,5,ON,Fast Food
1015,5,ON,Fast Food
1016,8,ON,Fast Food
1017,1,ON,Fast Food
1018,3,ON,Fast Food
1019,3,ON,Fast Food
1020,1,ON,Fast Food
1021,2,ON,Fast Food
1022,5,ON,Fast Food
1023,3,ON,Fast Food
1024,4,ON,Fast Food
1025,7,ON,Fast Food
1026,1,ON,Fast Food
1027,2,ON,Fast Food
1028,3,ON,Fast Food
1029,6,ON,Fast Food
1030,3,ON,Fast Food
1031,9,ON,Fast Food
1032,3,ON,Fast Food
1033,1,ON,Fast Food
1034,7,ON,Fast Food
1035,4,ON,Fast Food
1036,2,ON,Fast Food
1037,2,ON,Fast Food
1038,2,ON,Fast Food
1039,2,ON,Fast Food
1040,4,ON,Fast Food
1041,8,ON,Fast Food
1042,4,ON,Fast Food
1043,4,ON,Fast Food
1044,2,ON,Fast Food
1045,5,ON,Fast Food
1046,1,ON,Fast Food
1047,4,ON,Fast Food
1048,7,ON,Fast Food
1049,6,ON,Fast Food
1050,1,ON,Fast Food
1051,2,ON,Fast Food
1052,4,ON,Fast Food
1053,1,ON,Fast Food
1054,2,ON,Fast Food
1055,1,ON,Fast Food
1056,2,ON,Fast Food
1057,5,ON,Fast Food
1058,2,ON,Fast Food
1059,2,ON,Fast Food
1060,2,ON,Fast Food
1061,5,ON,Fast Food
1062,2,ON,Fast Food
1063,2,ON,Fast Food
1064,3,ON,Fast Food
1065,1,ON,Fast Food
1066,5,ON,Fast Food
1067,2,ON,Fast Food
1068,2,ON,Fast Food
1069,4,ON,Fast Food
1070,3,ON,Fast Food
1071,1,ON,Fast Food
1072,2,ON,Fast Food
1073,1,ON,Fast Food
1074,3,ON,Fast Food
1075,4,ON,Fast Food
1076,1,ON,Fast Food
1077,2,ON,Fast Food
1078,6,ON,Fast Food
1079,2,ON,Fast Food
1080,3,ON,Fast Food
1081,3,ON,Fast Food
1082,6,ON,Fast Food
1083,4,ON,Fast Food
1084,6,ON,Fast Food
1085,2,ON,Fast Food
1086,7,ON,Fast Food
1087,4,ON,Fast Food
1088,2,ON,Fast Food
1089,3,ON,Fast Food
1090,4,ON,Fast Food
1091,3,ON,Fast Food
1092,4,ON,Fast Food
1093,6,ON,Fast Food
1094,3,ON,Fast Food
1095,2,ON,Fast Food
1096,2,ON,Fast Food
1097,2,ON,Fast Food
1098,4,ON,Fast Food
1099,2,ON,Fast Food
1100,3,ON,Fast Food
1101,5,ON,Fast Food
1102,2,ON,Fast Food
1103,2,ON,Fast Food
1104,2,ON,Fast Food
1105,8,ON,Fast Food
1106,2,ON,Fast Food
